,Unnamed: 0,utterance,emotion
8220,8220.0,wow,joy
8221,8221.0,kisse baatein karti ho tum?,neutral
8222,8222.0,"friends, railway enquiry...",neutral
8223,8223.0,or?,neutral
8224,8224.0,or wrong number pe,neutral
8225,8225.0,wrong number pe kya baat karti ho?,surprise
8226,8226.0,that depends ki kisse laga hai number,neutral
8227,8227.0,"you mean, tum wrong number lagati ho?",surprise
8228,8228.0,haan! ek baar ek chor ko lag gya tha,joy
8229,8229.0,she's very cute momma,joy
8230,8230.0,rosesh baby...,sadness
8231,8231.0,momma bhot kam din bache hai,sadness
8232,8232.0,"hello, sarabhai residence. kya, nhi nhi nhi. ye colaba police station nhi hai.",neutral
8233,8233.0,"huh, obviously mujhe yakeen hoga, me yahan rehti hun",anger
8234,8234.0,nhi nhi nhi me lady inspector ms tavre nhi hun baba. are agar me lady inspector hoti to me apni bahu ko encounter me khatam nhi kar deti,contempt
8235,8235.0,mummy ji,surprise
8236,8236.0,wrong number tha,neutral
8237,8237.0,matlab agar aap lady inspector tavre hoti to kya aap mujhe encounter me khatam kar deti,fear
8238,8238.0,bolo kese ana hua,neutral
8239,8239.0,"mummy ji, aaj me aapke yahan khana kha sakti hun tv dekhte dekhte",neutral
8240,8240.0,oh well...,neutral
8241,8241.0,"wo kya hai na, mera banaya hua sambhar or tv ka remote dono eksath me kharab ho gye na",sadness
8242,8242.0,kese,neutral
8243,8243.0,wo ubalte hue sambhar me tv ka remote gir gya,neutral
8244,8244.0,"fascinating. tv ka remote ubalte hue sambhar me kese gir gya. tum shayad sambhar ka taste change karna chah rhi thi na remote se... ab theek ho jao, ab better ho jao",contempt
8245,8245.0,nhi nhi mummy ji. wo to me sambhar me namak dalte dalte tv ka channel change karne ki koshish kar rhi thi tab thoda namak tv ke remote pe gir gya. to neeche ke hisse pe jo namak gira hua tha wo to mene chat liye lekin wo number ke beech me namak fasa hua tha na use yun jhatak ke sambhar me dalne gyi to remote hi gir gya,sadness
8246,8246.0,"tumne esa pehle bhi kuch kiya hai na. tab remote dal me gira tha, right",neutral
8247,8247.0,wo to hair dryer tha,neutral
8248,8248.0,"agli baar, two in one giraogi right. anyway, tum yahan khana zarur kha lena lekin tv pe tum kabhi sans kabhi nagin definitely nhi dekh sakti.",neutral
8249,8249.0,kyun kyun kyun kyun kyun,surprise
8250,8250.0,kyunki saudamini shiridoriya ka program aa rha hai aaj tv pe me wo dekhna chah rhi hun.,neutral
8251,8251.0,kon,surprise
8252,8252.0,"are saudaminig shiridoriya, wo jo well known mystic hai na, jo logo ke chehre dekh ke bhavishya batati hai wo",neutral
8253,8253.0,acha acha wo mehenge wali jyotish jo 500 rs sawal ke bhav se bhavishya batati hai,neutral
8254,8254.0,"monisha, ye 20 rs kilo tamatar nhi hai",contempt
8255,8255.0,"lekin mummy ji, wo ek sawal ke 500 rs leti hai. usse agar pucho na ki kesi hai aap tab bhi 500 rs ka fatka lag jata hai",neutral
8256,8256.0,"naturally wo expensive hai monisha, unki bhavishyavani aajtak kabhi galat nhi hui hai. infact, aaj rosesh unse milne gya hai",neutral
8257,8257.0,"haila, kitne sawal puchne wale hai rosesh bhaiya. aapne unhe samjhaya ki nhi ki 4 sawal pe ek sawal free mang le. thoda sa kud kud karegi lekin baad me puchne degi ek sawal",contempt
8258,8258.0,rosesh ko sirf ek hi important sawal puchna hai or...,neutral
8259,8259.0,"or uska jawab unhone mujhe de diya, pure confidence ke sath, ek second me",sadness
8260,8260.0,kya kaha,neutral
8261,8261.0,sawal kya tha,neutral
8262,8262.0,ye hi ki meri shadi kab hogi,neutral
8263,8263.0,kya kaha kya unhone,neutral
8264,8264.0,agle 30 din ke andar nhi to 51 saal baad,sadness
8265,8265.0,51 years,surprise
8266,8266.0,"rosesh, rosesh, kahan ho tum rosesh?",neutral
8267,8267.0,yes?,neutral
8268,8268.0,ahan.. me tumse shadi karne ayi hun or tumse hi shadi karke rahungi... ahan...,neutral
8270,8270.0,"chika, chika ma ki pon",neutral
8271,8271.0,achaa?,joy
8272,8272.0,bhyi hume rishta manzur hai,joy
8273,8273.0,kya manzur hai? meri kuch samajh me nhi aya,neutral
8274,8274.0,"to beti aao, betho betho, yahan betho. aap log batein karo me abhi aya",joy
8275,8275.0,"rosesh, sirf 11 din bache hai",joy
8276,8276.0,chika chika chii poo chii,neutral
8277,8277.0,sahil bhai...,fear
8278,8278.0,have a look,neutral
8279,8279.0,or ye sab,neutral
8280,8280.0,"are unko chorro na indravadan, thats no use. rakh do na",fear
8281,8281.0,"are wah, isne to group photo bheji hai, dekh rosesh.",joy
8282,8282.0,just ignore it please,anger
8283,8283.0,"haila, maya tumne ise select nhi kiya. ram banaye jodi, champa javeri, rosesh dekh to",joy
8284,8284.0,indravadan...,neutral
8285,8285.0,"momma, chimpanzee",sadness
8286,8286.0,"nhi nhi gendi bhi hai dekh, tere bache ke sath",joy
8287,8287.0,"now that is enough indravadan, rakhdo sab kuch or in 4 ladkio ko phone karo tum",anger
8288,8288.0,to aapme maa behen kon hai,neutral
8289,8289.0,"excuse me, aap kon hai",neutral
8290,8290.0,"me rupa mehta, ahmdeba se aayi hun, roheh harabai ko dekhne",joy
8291,8291.0,its rosesh sarabhai,neutral
8292,8292.0,"haan haan hove, sarabhai ke harabhai hab hame hi hai na",neutral
8293,8293.0,are hab hame kese hua sarabhai ka sa bolne bhot nehehary hai,neutral
8294,8294.0,necessary. excuse me,neutral
8295,8295.0,bol bai kuch puchna hai,neutral
8297,8297.0,to me hi bta deti hun. me danh bhot acha karti hun haan,joy
8299,8299.0,danh,neutral
8300,8300.0,"wo yun yun karte hai na, yun yun",joy
8301,8301.0,dance,neutral
8302,8302.0,"haan haan wahi, dikhau",neutral
8303,8303.0,beta tum is ghar ki bahu nhi ban sakti isliye dance dikhane ki koi zarurat nhi hai.,contempt
8304,8304.0,"are dekho to hahi, dekhna ka peha thodi hai, chalo chalo kehet lagao tum, kehet lagao, koi bhi, koi bhi laga lo koi bhi... [rupa starts dancing]",joy
8306,8306.0,"enough, enough",anger
8307,8307.0,"wonderful, wonderful",joy
8309,8309.0,to fir baat chalau,joy
8311,8311.0,22 din hi reh gye hai,neutral
8312,8312.0,to fir...,neutral
8313,8313.0,"are kya to fir and beta tum yahan se jao huh, we are very horry",anger
8316,8316.0,"rosesh baby, kuch kha lo na",neutral
8317,8317.0,"haan rosesh bhaiya, kuch kha lijiye na. dekhiye mene sambar me se makhi bhi nikal di hai",neutral
8318,8318.0,sambar me makhi giri thi?,fear
8319,8319.0,"ek hi thi. bta deti to tum log khate nhi, isliye...",neutral
8320,8320.0,"momma, sirf 3 din bache hai",sadness
8321,8321.0,"oh ho, don't be so desperate sweety, mene swadamini shiridoria se baat ki hai. wo zarur koi hal nikalegi, dont worry",neutral
8322,8322.0,"wese, meri ek dost hai, shalini. bhot achi hai",neutral
8324,8324.0,haan ye idli sambar bhi usi ke hotel se aya hai,joy
8325,8325.0,makhi wala!,disgust
8326,8326.0,"mummy ji, wo high society ki hai",neutral
8327,8327.0,no monisha!,disgust
8328,8328.0,are wo hilton tower ke 25 male ke terrace flat me rehti hai,neutral
8329,8329.0,"monisha, higher floor pe rehne se koi high society ka nhi ho jata.",anger
8330,8330.0,"pta hai, okay. are shalini ke papa hai na, balwinder uncle, unka bada naam hai. bade bade ministers unko jante hai.",neutral
8332,8332.0,"haan, isiliye to 24 ghante ke andar andar unki zamanat ho gyi thi rape case me",neutral
8333,8333.0,rape case me involve the?,contempt
8334,8334.0,or tum esa rishta apne rosesh ke liye leke ayi ho?,contempt
8335,8335.0,"sahil bhai, baap villain ho iska matlab ye to nhi ki bache bhi bure hote hai",neutral
8336,8336.0,rosesh don't be desperate,anger
8337,8337.0,"momma, why dont you try to understand, mera waqt nikla ja rha hai",anger
8338,8338.0,"just a minute rosesh, just shut up. and mom aap bhi, ye swadamini ki bhavishyavani pe yakeen karti hai?",contempt
8339,8339.0,"uski bhavishyavani aajtak kabhi bhi galat nhi hui, iska to mujhe bhi experience hai. jab me rosesh ki bhavishyavani re-confirm karane gyi thi na to mene use tumhara photograph dikhaya. or dekhte hi usne kaha, doctor hai, bhai beheno me sabse bada hai or biwi useless hai.",neutral
8340,8340.0,"haila, mummy ji",anger
8341,8341.0,tum thi mere sath wahan,neutral
8342,8342.0,"haan, lekin usne esa to nhi kaha tha ki biwi useless hai. usne sirf itna kaha tha ki biwi alsi or nikammi hai.",anger
8343,8343.0,"matlab momma, meri shadi 51 saal baad?",sadness
8344,8344.0,"or stop it sweety, swadamini ka... that must be her. hello, the sarabhai residence. hi swadamini!",joy
8345,8345.0,how are you mat puchna mummy ji warna 500 rs laga degi.,fear
8346,8346.0,"haan bolo swadamini, acha haan haan, ohh. yes yes ofcourse thats possible, yes. haan haan haan definitely abhi okay okay",joy
8347,8347.0,what,neutral
8348,8348.0,rosesh tumhari shadi ki deadline me sirf 3 din nhi bache hai,fear
8349,8349.0,yeah! wopie!,joy
8350,8350.0,"tumhari shadi ki deadline me sirf 4 ghante bache hai! tumhe abhi ke abhi panwel naka ke babulnath mandir me jana hai, or wahan tumhe apni life partner aaj raat 12 baje se pehle mil jaegi.",neutral
8351,8351.0,"haila, meri dost shalini ka farmhouse bhi wahan mandir ke paas hai",joy
8352,8352.0,"okay, to tum ek kaam karna, tum mujhse 1000 rs le lena or tum or shalini us farmhouse se bhot door shopping karne chale jana, okay?",contempt
8353,8353.0,"me chala panwel naka mandir. wifey, here i come.",joy
8354,8354.0,drive safely huh baby,fear
8355,8355.0,"sab ke sab nikamme ho gye hai. sab ke sab. n i k k a m e, nikamme",disgust
8356,8356.0,"maya, sabse tumhara matlab radha bai or vithal hai na kyunki me to pehle se hi nikamma hun",joy
8357,8357.0,"indravadan this is serious, if you dont mind. radha bai tumhe malum hai na mujhe dust se allergy hai",sadness
8358,8358.0,tabhi to monisha memsahab ko yahan bethke hasne ko mana karti hun me.,neutral
8359,8359.0,"radha bai, maya ki allergy se monisha ke hasne ka kya talluk hai?",neutral
8360,8360.0,"wo hasti hai na, ha ha ha. are kapdo me se dhul nikalti hai uske! or pta hai, kapde kahan silwati hai wo? raghav ji kanjhi tailor ke paas. or delivery ke time extra buttons mangit hai. purane buttons, tute hue buttons ikhatha karke unme se khargosh banati hai.",contempt
8361,8361.0,"fir monisha, are inki burai ko bhi kuch importance do. bura lag rha hai unhe, dekho",sadness
8362,8362.0,"haan haan, the point is, ye dekho kitni dhul jama ho gyi hai yahan. pura ka pura registan bana rakha hai tum logo ne. hindi film ka koi item song yahan picturise ho sakta hai. ",disgust
8363,8363.0,par memsab mene saaf karne ki koshish ki lekin mera hath nhi pohochta karke,sadness
8364,8364.0,are tumhara hath nhi pohochta to vithal ko bolo.,anger
8365,8365.0,madam meri height to,neutral
8366,8366.0,maya vitthal ko to aaj bhi adult film dekhne jata hai to wo door keeper rokta hai,contempt
8367,8367.0,nahi sir wese voting card lekar jata hun to chal jata hai,neutral
8368,8368.0,vitthal agar height kam hai to stool ka istemal karo lekin kam pura karo. 4 din pahle raha tha na main tumhen? 4 din pahle kaha tha!,anger
8369,8369.0,kaha tha memsahab lekin mera sala pahli bar mumbai aaya tha to iski khatirdari,neutral
8370,8370.0,aur meri beti chinku ki to pariksha thi,neutral
8371,8371.0,yah sab tumhari personal problem hai iske sath mera koi lena dena nahi hai tumhe tuition arrange karna chahie tha chinku ke liye,anger
8372,8372.0,memsab tution ki fees mujhe kaise,sadness
8373,8373.0,radha bai tumhari garibi ke liye main jimmedaar nahi hoon har bar apni economic problems ko dhal banane ki aadat pad gai hai ine logon ko. this is your emotional blackmail,anger
8374,8374.0,maiya i think you went a little too far this time inke chehre per likha hua hai- strike.,fear
8375,8375.0,radha bhai radha bhai please aap rona band kijiye please,neutral
8376,8376.0,sahil baba aap jab doctor ki padhaai karte the us samay aise hi baithi rahti thi raat bhar. uss samay har 5 minute mein puchti thi aapko sahil baba chai banao juice piyoge lekin aaj memsab ne aisa kyon kiya,sadness
8377,8377.0,rosesh baba ne 5 saal ki umar mein hi kavita likhna shuru kar diya tha vah apni har kavita sabse pahle mujhe suna the fir bhi main kabhi koi shikayat ki?,sadness
8378,8378.0,aur memsaab ne kitni aasani se kah diya ki ham unhen devotional blackmail karte hain. mujhe nahin rahana hai is ghar mein,sadness
8379,8379.0,"radha bhai suniye, mom ne gusse mein akar aapse yah kah diya hai, vah actual mein yah sab mean nahin karti.",neutral
8380,8380.0,han mujhe dekha hai kitni bar kahati hai ki monisha ghar saaf rakho joote utha kar rack pe rakho.,neutral
8381,8381.0,ye sari baten wo mean karti hain main yah kah raha tha ki in se jo gusse mein aakar baten ki hain vah,neutral
8382,8382.0,"are aajkal to chhoti chhoti baton per gussa karne lag gai hai. parso mein sirf ek ghanta kam per late aya to mujhe dantne lag gai. ""vitthal ya sarkari office hai? vitthal tum government servant ho?"". bhala aap hi sochiye ek izzatdaar, imaandaar aadami ko government servant bulana acchi baat hai?",contempt
8383,8383.0,"sahil baba aap bolte the radha bai mera ek shirt dholo. ""us department mein jao"", aisa maine aapko kabhi bola tha?",sadness
8384,8384.0,aur jab aap apni girlfriend ko chori chupi ghar late the to kamre ke bahar pehra mein deta tha. kabhi main aapse chai pani manga?,sadness
8386,8386.0,wo college ke dinon ki baat kar rahe hain.,fear
8387,8387.0,aur doctor kiran ko aap ghar lekar aaye the...,sadness
8388,8388.0,"wo kya hai, aapki sari shikayatein jayaj hai vitthal kaka, bus aap donon milkar shanti se mum se baat kijiye as soon as possible",neutral
8389,8389.0,sahil i wanna talk to you sahil,anger
8390,8390.0,indravadan! rosesh ka play hit ho gaya!,joy
8391,8391.0,achcha kitne logon ne hit kiya rosesh ko?,joy
8392,8392.0,try harder mr joker. hamare natak ke shows pichhle 6 mahine se housefull ja rahe hain,neutral
8393,8393.0,ok aur 6 pichhle mahinon mein kitne shows hue?,neutral
8394,8394.0,ummm do...,neutral
8395,8395.0,sirf do? ha ha,joy
8396,8396.0,"lekin yah to poochho kisne dekhe shows? mister jagrut mafat lal, sangeeta mendonza, and arusha agnihotri ne to dono shows dekh liye",joy
8397,8397.0,achcha to ab kaisi hai arusha? i mean,fear
8398,8398.0,she is hale and hearty as a horse. rosesh chalo naa saturday ko cast party karte hain. huh? cocktail and lebanese?,joy
8399,8399.0,yay! woopie. great idea,joy
8400,8400.0,memsab...,neutral
8401,8401.0,achcha hua tum log a gaye radha bai chalo kam per lag jao kyunki saturday ko ghar per party hai,neutral
8402,8402.0,memsab aajse main aapke yahan kam nahin karungi,neutral
8403,8403.0,mera bhi sab chukta kar dijiye ye raha mera istifa,neutral
8404,8404.0,istifa? wo bhi writing mein?,surprise
8405,8405.0,naturally maiya agar kam nahin karna kahenge to bada middle-class lagega na isliye istifa madam,neutral
8407,8407.0,monisha tumne un logon ko bhadkake acha nahin kiya,anger
8408,8408.0,mene un logo ko nahin badhkaya mummy ji,neutral
8409,8409.0,"ye vitthal ka resignation letter monisha ne hi likhwaya hai, padho!",neutral
8410,8410.0,lekin ye handwriting to monisha ki nahi hai,neutral
8411,8411.0,"lekin language bilkul monisha ki hai- ""main aapke yahan kaam shaam nahin karna chahta. agar manglu baba ne chaha to isse bhi acchi naukari mujhe mil jayegi"". ye vitthal to khud nahin likh sakta na",contempt
8412,8412.0,what is this  monisha?,anger
8413,8413.0,"sahil tumne dekha na, mene unhe kitna manane ki koshish ki, lekin",neutral
8414,8414.0,it's ok resignation accepted unke dues clear karo or dafa karo unhe,anger
8415,8415.0,mom aap jaldbazi kar rhi hai,neutral
8416,8416.0,"kya samajhte hai wo log? ki me unke bina apahij ho jaungi. ke saturday ki apni dinner party cancel kar dungi, nari samman samiti ki meeting apne ghar per nahin rakhungi kyunki vitthal aur radha bhai ghar chhodkar ke chale gaye hain. unhe roko! sahil unhe ghar chorrne mat dena",fear
8417,8417.0,mom! dont panic!,surprise
8418,8418.0,radha bai mera right hand hai or vitthal mera henchman.,fear
8419,8419.0,henchman? aap yahan ghar chalati hai ya mafia?,surprise
8420,8420.0,mafia gang.,neutral
8422,8422.0,indravadan ke gale dud utarne ke liye pura attack plan banana padta hai. lekin just go stop them now,fear
8423,8423.0,"mummy ji, wo log nhi rukenge. main unhen rokne ki bahut koshish ki thi lekin fir wo log anab shanab bolne lage to...",sadness
8424,8424.0,kya anab shanab bol rhe the?,surprise
8425,8425.0,are i dont care kya bol rhe the! actually i do. but wo me baad me sunungi. abhi unhe saturday tak zara rok lo na,fear
8426,8426.0,"dekha, sahil baba. matlab saturday ki party tak humari zarurat hai memsaab ko.",sadness
8427,8427.0,or jese hi dusre naukaro ka intezam ho jaega...,neutral
8428,8428.0,excuse me. resignation aap logo ne diya tha.,anger
8429,8429.0,apman aapne kiye tha memsahib,neutral
8430,8430.0,apman? apna samajh ke aap logo ke ek practical baat kehna agar apman lagta hai to i cant help it.,anger
8431,8431.0,sahil baba us din prerna ko aap ghar laye the na to,neutral
8432,8432.0,vitthal kaka aapne is ghar ki bahut salo se seva ki hai lekin bar bar wese examples bich mein mat liye please,anger
8433,8433.0,to theek hai lekin memsab jab tak aap hamari,neutral
8434,8434.0,maya ye hai sita aur geeta,neutral
8435,8435.0,ye akeli hi seeta aur geeta dono hai?,surprise
8436,8436.0,"haan barabar hai na. dono milke adha adha kaam bant lenge, haina",joy
8437,8437.0,"chup re indura, wo kya hai na jab iska janm hua na, tab iske ma baap sita or  geeta picture dekh rhe the. to vahi naam rakh diya",neutral
8438,8438.0,chalo shukar  hai ye log chanda chudail ka badla nhi dekh rhe the.,joy
8439,8439.0,jara mujhe batao tum isse pahle kahan kam karti thi,neutral
8440,8440.0,apne pradeep bhai bhuptani ke yahan,neutral
8441,8441.0,kon pradeep bhai bhuptani?,surprise
8442,8442.0,are pradeep bhai bhuptani! jinko nimbu ka achar bilkul pasand nahin hai,neutral
8443,8443.0,main unhen kabhi nimbu ka achar nahin pirosa isliye how would i know?,neutral
8444,8444.0,bahut acche log hain. sari picturein dekhte hai,neutral
8445,8445.0,sari picturein dekhte hai to acche log kaise ho gaye?,neutral
8446,8446.0,film ke pahle wo rashtrageet nahin aata? puri family khadi ho jaati hai respect dene ke liye!,joy
8447,8447.0,main unke sath kabhi film dekhne bhi nahin gayi hun unfortunately,neutral
8448,8448.0,jalsa party! pradeep bhai bhuptani!,neutral
8449,8449.0,"ila ben! hame ye sita aur geeta ko kam per rakhna hai, pradeep bhai bhuptani ko nahin! achha batao tumne pahli naukri kyun chhori?",neutral
8450,8450.0,memsaab bahut marti thi,sadness
8451,8451.0,marti thi?,sadness
8452,8452.0,wo kabhi kabhi chori karti thi na tab.,neutral
8453,8453.0,ye chhori karti hai?,fear
8454,8454.0,abhi nhi karti! abhi to main bilkul badal gai hun han!,sadness
8455,8455.0,tum dono badal gyi ho ya sirf geeta?,neutral
8456,8456.0,"indura! bas kar! wo kya hai na jab se iska bhai murder case mein andar hai na, police bahut tang karti hai",sadness
8457,8457.0,are wah! suna maya? iska bhai murder case me andar bhi ja chuka hai! kya baat hai!,joy
8458,8458.0,"bilkul jhutha case tha! are indu, tune paper mein nahin padha tha? ""nirdosh aadami per police ka atyachar. toothpaste bina vajah giraftaar""",neutral
8459,8459.0,toothpaste?,neutral
8460,8460.0,mere bhai ka naam,neutral
8461,8461.0,oh! jab uska janam hua tab tumhari maa shayad dant brush kar rahi thi.,joy
8462,8462.0,"datun, datun kar rhi thi maya. lekin ladke ka naam datun kaise rakhen?",neutral
8463,8463.0,"of course maya. datun kitna middle-class sound karta hai. toothpaste you know, stylish, haina?",joy
8464,8464.0,ila ben me jara soch ke bolungi,neutral
8465,8465.0,aye darr gyi khosli. iski zimmedari me leti hun! seeta aur geeta...,neutral
8466,8466.0,bhagwan kasam ek bhi cheez ko hath lagaya to mere 2 tukde kar dena bus?,sadness
8467,8467.0,"dad, ye kya kar rhe hai aap?",surprise
8468,8468.0,anti-bai spray laga rha hun.,neutral
8469,8469.0,anti-bai spray?,neutral
8470,8470.0,"wo apni bai hai na, sita or geeta, double role. usko paseena bhi double ata hai! wo jis room me bethti hai na, us room me ese khade rehna padta hai!",disgust
8471,8471.0,ese matlab?,joy
8472,8472.0,are uske badan me se train ke third class compartment jesi boo ati hai!,disgust
8473,8473.0,"to dad, use aap paas bethaiye aur usko uski problem bataiye",neutral
8474,8474.0,tu pagal ho gaya hai? wo sath bethegi to mujhe apni saans rokni padegi fir main baat kaise karunga?,anger
8475,8475.0,dad don't exaggerate mein baat karta hun usse,neutral
8476,8476.0,"are bade sahab, rosesh baba uth hi nahin rahe hain. maine unko aise aise uthane ki koshish ki, lekin wo mujhe dekh kar munh chhupa kar so hi gaye!",surprise
8477,8477.0,"naturally. are haan, bai wo sahil ko tumse kuchh kam hai to zara kareeb ao aur pucho unse ki kya kam hai?",neutral
8478,8478.0,kya hai sahil bhai?,joy
8479,8479.0,main actually bhul gaya ki kya kam the. me...,disgust
8480,8480.0,seeta aur geeta...,neutral
8481,8481.0,mom bula rahi hai!,neutral
8482,8482.0,kya hai memsaab?,neutral
8483,8483.0,tumne abhi bathroom mein safai ki hai na?,neutral
8484,8484.0,aadha ghanta tak bathroom saaf kiya hai maine,joy
8485,8485.0,isiliye to ye bichare phool murjha gye. please for god's sake ye deo laga lo tum,disgust
8486,8486.0,aur bai...,neutral
8487,8487.0,kya hai sahil bhai?,neutral
8488,8488.0,mere pass iska permanent ilaj hai mere clinic pe. mom ise mere clinic pe le aao.,disgust
8489,8489.0,"momma, momma! aapane mere belacio ki nai ghadi dekhi kya?",fear
8490,8490.0,"haan, mene hi to tumhe di thi",neutral
8491,8491.0,"nhi! lekin ab nhi dikh rhi hai! raat ko mene use dressing table pe rakhi thi, ab nhi hai!",sadness
8492,8492.0,aap sab log mere ko aisa kyon dekh rahe hain?,fear
8493,8493.0,tum abhi gai thi na rosesh ke kamre mein safai karne seeta aur geeta?,neutral
8494,8494.0,seeta aur geeta tum donon mein se kisne churai hai ghadi? sach sach btao!,anger
8495,8495.0,"sab, memsab, mene to ghadi dekhi bhi nhi. aap mere samaan ki talashi le lo. or fir me kya pehle hi din thodi chori karungi!",sadness
8496,8496.0,you mean?,neutral
8497,8497.0,"ji, sahil bhaiya...",neutral
8498,8498.0,tumhare kehne ka ye matlab hai ki teesre ya chauthe din tum chori karti thi?,anger
8499,8499.0,"sab, membsa, me bilkul nirdosh hun! aap mere saman ki talashi le lijiye. haan haan me  samaan lati hun.",sadness
8500,8500.0,or pehle please tum ye zara deo lagao na. warna diwaro pe se paint peel off ho jaega.,disgust
8501,8501.0,"lekin what about my ghadi? 17000 ki ghadi hai momma, with recurring alarm! 11 baje ka alarm bhi lagaya hai mene usme!",sadness
8502,8502.0,"nhi nhi mujhe yahan pe kaamich nhi karna hai, me jaa rhi hun!",anger
8503,8503.0,ahan!,joy
8504,8504.0,goodbye!,fear
8505,8505.0,"no goodbye! nikalo! nikalo! chorro hath chorro, badbye.. bad bai.. you are a very bad bai! look at that!",disgust
8506,8506.0,ramjan key poore tees rojon key baad eed aayee haye,joy
8507,8507.0,"kitna manohar, kitna suhavana prabhaav haye",joy
8508,8508.0,"vrikshon parr ajib hariyali haye, kheton mein kuchh ajib raunak haye, aasmaan parr kuchh ajib lalima haye",joy
8509,8509.0,"aaj kaa soorya dekho, kitna pyaara, kitna sheetal haye, yaani sansar koo eed kii badhaai dey rahaa haye",joy
8510,8510.0,gaanv mein kitni halchal haye,joy
8511,8511.0,ladke sabse jyada prasann hain,joy
8512,8512.0,"mahmoud ginata haye, aeka-dou, duss,-baarah, usake paas baarah paise hain",joy
8513,8513.0,"mohsin key paas aeka, dou, teen, aathh, nau, pandrah paise hain",joy
8514,8514.0,"inhin anginati paison mein anginati cheejen laayengen- khilaune, mithaaiyaan, bigul, gend aur jaane kyaa-kyaa",joy
8515,8515.0,aur sabse jyada prasann haye hamid,joy
8516,8516.0,abb hamid apani boodhi daadi ameena kii god mein sotaa haye aur utanaa hii prasann haye,joy
8517,8517.0,"hamid key paanv mein joote naheen hain, sir parr aeka purani-dhurani topi haye, jiska gotaa kaalaa parh gayaa haye, phir bhee vaha prasann haye",joy
8518,8518.0,"jaba usake abbajan thailiyaan aur ammijan niyaamaten laker aayengi, tou vaha dill seey arman nikaal legaa",joy
8519,8519.0,"taba dekhega, mohsin, noore aur sammi kahaan seey utane paise nikaalenge",joy
8520,8520.0,usey kissie key marane-jeene seey kyaa matlab,joy
8521,8521.0,"usake andar prakaash haye, baahar aashaa",joy
8522,8522.0,"vipatti apana saaraa dall-bull laker aaye, hamid kii anand-bharee chitwan uska vidhvans curr degi",joy
8523,8523.0,khoob hans rahey hain,joy
8524,8524.0,maali koo kaisa ullu banaaya haye,joy
8525,8525.0,aaj khoob saji hui theen,joy
8526,8526.0,"koee ikke-taange parr savaar, koee motor parr, sabhi itra mein basey, sabhi key dilon mein umang",joy
8527,8527.0,"jiss cheej kii or taakate, taakate hii raha jaate aur peechhe seey baar-baar haarn kii aavaaj honey parr bhee naan chetate",joy
8528,8528.0,hamid tou motor key neeche jaate-jaate bachaa,joy
8529,8529.0,sahasa eidgah najar aayee,joy
8530,8530.0,"kitna sunder sanchaalan haye, kitni sunder vyavastha",joy
8531,8531.0,"laakhon sir aeka saath sijade mein jhuk jaate hain, phir sabke sub aeka saath khade hoe jaate hain, aeka saath jhukate hain, aur aeka saath ghutanon key bull baith jaate hain",joy
8532,8532.0,"kaee baar yahee kriya hoti haye, jaise bijli kii laakhon battiyaan aeka saath pradeept houn aur aeka saath bujh jaayan, aur yahee crum chalata rahaa",joy
8533,8533.0,"kitna apoorv drishya thaa, jisaki saamoohik kriyaaen, vistaar aur anantata hriday koo shraddha, garv aur atmanand seey bhar detee theen, maanon bhratritva kaa aeka sootra inn samast aatmaon koo aeka ladee mein piroye hue haye",joy
8534,8534.0,loga aapas mein galey mill rahey hain,joy
8535,8535.0,taba mithaai aur khilaune kii ducan parr dhawa hotaa haye,joy
8536,8536.0,graminon kaa yeh dall iss vishay mein balakon seey cumm utsaahi naheen haye,joy
8537,8537.0,"yeh dekho, hindola haye aeka paisa dekar chadh jaao",joy
8538,8538.0,"kabhi aasmaan parr jaate hue maloom hogein, kabhi jameen parr girate hue",joy
8539,8539.0,aeka paisa dekar baith jaao aur pachchis chakkaron kaa majaa low,joy
8540,8540.0,abb khilaune lenge,joy
8541,8541.0,"tarah-tarah key khilaune hain-sipahi aur gujariya, raaja aur vakeel, bhishti aur dhobin aur saadhu",joy
8542,8542.0,vaah,joy
8543,8543.0,kitane sunder khilaune hain,joy
8544,8544.0,"mahmoud sipahi letaa haye, khaaki vardi aur laal pagadiwala, kandhe parr bandook rakhe hue, maloom hotaa haye, abhee kawayad kiye chalaa aaa rahaa haye",joy
8545,8545.0,mohsin koo bhishti pasand aayaa,joy
8546,8546.0,kitna prasann haye,joy
8547,8547.0,shayed koee geet gaa rahaa haye,joy
8548,8548.0,"buss, mashak seey paani udelana hii chaahata haye",joy
8549,8549.0,noore koo vakeel seey prem haye,joy
8550,8550.0,cassie vidvamata haye usake mukh parr,joy
8551,8551.0,mohsin kahata haye- meraa bhishti rose paani dey jaayaga saanjh-sabere,joy
8552,8552.0,"mahmoud- aur meraa sipahi ghar kaa pahara dega koee chor aayega, tou fauran bandook seey fair curr dega",joy
8553,8553.0,noore- aur meraa vakeel khoob mukadama ladegaa,joy
8554,8554.0,sammi- aur merrie dhobin rose kapade dhoyegi,joy
8555,8555.0,"kissie ney revadiyaan lii hain, kissie ney gulabjamun kissie ney sohan halwa",joy
8556,8556.0,majey seey khaa rahey hain,joy
8557,8557.0,"mahmoud, noore aur sammi khoob taaliyan bajaa-bajaakar hansate hain",joy
8558,8558.0,sammi- teen hii paise tou hain,joy
8559,8559.0,teen paise mein kyaa-kyaa loge,joy
