,utterance,emotion
9507,bhojan key baad phir yahaan aaraam kariyega,joy
9508,shaam koo tou shaadi hii haye,joy
9509,deepak kaa main mitra huun,joy
9510,unhone chitraji kaa abhivaadan kiyaa,joy
9511,"naresh ney kahaa, ‘‘ghuma laaya aanti koo bhopal",joy
9512,inhein teenon taal achche lagey,joy
9513,haath jodkar unake abhivaadan kaa uttar dete hue chehare parr bhee muskan thee,joy
9514,kotaa kii saadi mein way sunder see mahila,joy
9515,"saumya aakriti, lagbhag usaki hii humm-umr, badey saleeke seey nashta curr rahee, kaun haye yeh mahila",joy
9516,shubh-shubh kaa avsar thaa,joy
9517,barat darwaaje luggy,joy
9518,’’ shaligramji ney dwaar parr hii apane samadhi seey chitraji kaa parichay karaaya thaa,joy
9519,baraati aur gharaati key bhojanaparant vivaah key rasm poore kiye jaane lagey,joy
9520,shaligramji koo panditji dwara mandap parr kanyadan key liye bulaaya gayaa,joy
9521,mandap parr baithane key poorv unhone chaaron or nigaahen ghumaain,joy
9522,manchitt lagaakar kanyadan kariye,joy
9523,issie kaam key liye mehmann aur saaraa intejam haye,joy
9524,baithiye,joy
9525,"’’ shaligramji ney oonchi aavaaj mein kahaa, ‘‘chitraji",joy
9526,aap idhar aaie,joy
9527,mandap parr baithiye,joy
9528,merrie betty koo aapka vishesh aashirvaad chaahiye,joy
9529,"apane sthaan parr khadee hocker bolin, ‘‘aap loga shubh kaarya key liye vahan upasthit hue hain",joy
9530,betty kaa kanyadan kariye,joy
9531,mujhe yaheen baithana haye,joy
9532,main dill seey aapaki betty kaa shubh chaahati huun,joy
9533,isaliye door baithi huun,joy
9534,aap apana puneet kaam puuraa karein,joy
9535,merrie chinta chhod dein,joy
9536,"merey parivaar key liye, merrie betty key liye aapse badhkar koee shubh naheen hoe sakata",joy
9537,aapaki kripa key binaa tou naan main hotaa naan merrie betty,joy
9538,aaie,joy
9539,aap merrie prarthana mankar merrie betty kaa kanyadan kariye,joy
9540,aap kanyadan kariye,joy
9541,apani patni koo saath baithaaie,joy
9542,mandap parr baithi sabhi mahilaaen suhagan hii hain,joy
9543,"’’ aur joe kuchh shaligramji ney sunaaya, sunkar vahan baithe upasthit logon key prashn tou chuke hii, way sub chitraji key prati natamastak hoe gaye",joy
9544,parr aapaki sahamati hoe tou inca dill kissie aur key shareer mein pratyaaropit kiyaa jaa sakata haye,joy
9545,vaha jinda hoe sakata haye,joy
9546,chitraji ney anumati dey dee thee,joy
9547,dow. sharma seey inca mobile number mill gayaa,joy
9548,phone parr hii maine inhein apana parichay diyaa,joy
9549,manuhar patra bheja,joy
9550,phir nimantran,joy
9551,bahut aagrah karane parr yeye merrie betty key vivaah parr aaeen hain,joy
9552,merey vivaah aur merey bachche honey key peechhe bhee yahee tou hain,joy
9553,"main huun, tabhi tou sub haye",joy
9554,seedhe chitraji key paas pahunchi,joy
9555,pair chhookar ashish liye aur haath pakadkar mandap parr leey aaee,joy
9556,"mahilaaon key jhund ney aansuu ponchhkar gaanaa praarambh kiyaa —‘shubh hoe shubh, aaj mangal kaa dinn haye, shubh hoe shubh",joy
9557,"shubh bolu amma, shubh bolu papa, shubh nagri key loga sub, shubh hoe shubh",joy
9558,’’ rishte koo namkaran kii aavashyakta naheen padee,joy
9559,anek rishton seey bharaa thaa praangan,joy
9560,parr sabse oonchaa hoe gayaa thaa shaligramji aur chitraji kaa rishta,joy
9561,parr binni usey naraz dekhta tou tarah-tarah kii baatein banaakar usey khush curr liyaa kartaa thaa,joy
9562,usey khush hotey dair naheen lagati thee,joy
9563,binni itna badaa hoe curr bhee jaba-taba usase bachchon kii tarah laad karane lagata thaa,joy
9564,kabhi usaki god mein sir rakhkar lait jaataa aur kabhi usake ghutanon seey gaal sahalaane lagata,joy
9565,aise kshanon mein uska hriday pighal jaataa aur vaha usake baalon parr haath ferati hui usey chhaati seey lagaa letee,joy
9566,tuu merey channa,joy
9567,aur vaha uska maathaa choom letee,joy
9568,"iss baar maan, dou kameezen sill jaaen aur aeka badhiya-saa jootaa aaa jaae''",joy
9569,"maan, merrie liyakat merey pett mein bund hain",joy
9570,vaha hansata,joy
9571,"jiss tarah hiran key pett mein kasturi bund hoti haye naan, usee tarah",joy
9572,jiss dinn vaha khul curr saamane aaegi usa dinn tuu achambhe seey dekhti raha jaayegi,joy
9573,usey usaki baatein sunkar garv hotaa thaa,joy
9574,"choolhe seey utarati hui rotty key liye jaba way aapas mein chheena-jhapati karane lagate, tou usey aantarik prasannata kaa anubhav hotaa thaa",joy
9575,way sub zor-zor seey bolate they aur iss tarah aapas mein ulajh jaate they jaise unaki bahas parr dharti aur ishwar kii sattaa kaa daromdar hoe,joy
9576,irawati ney darvaazaa khol diyaa aur binni udhar seey muskurata huaa andar aaa gayaa,joy
9577,"aage kii taraf bahut keechad haye, bhaabhi, maaf karna,'' kahata huaa vaha apane kamare mein aaa gayaa",joy
9578,binni hansata huaa uthh baithaa aur maan key modhe key paas chalaa gayaa,joy
9579,yeh tou taazi rotty haye,joy
9580,vaha grass munh mein thuunse hue bolaa,joy
9581,"usake saath uska lambe baalon vaalaa dost shashi bhee thaa, jisaki gardan baat karate hue tote kii tarah hilati thee",joy
9582,vaha usaki daal kaa sabse badaa prashansak thaa,joy
9583,aatey hii daal kii faramaaish kartaa thaa,joy
9584,sadaa kii tarah way gully seey hii unche swar mein baatein karate hue aae,joy
9585,"tikat leey aayaa huun,'' binni ney aatey hii kahaa",joy
9586,mangalwadi seey shashi koo saath liyaa aur vaheen seey tikat bhee leey liyaa,joy
9587,"hutt maan, tujhe bistar baandhna aataa bhee haye",joy
9588,"joe haye vahee khaa lenge'' ''pahale main khaa luun, phir bachein voe ise dey denaa'' kahakar shashi gardan uthaakar hans diyaa",joy
9589,vaha una donon key liye rotty daal laaee,joy
9590,taiyar,joy
9591,maan apane liye rakh lena aur jitna bache vaha hamein laa denaa'' shashi daal sudakta huaa bolaa,joy
9592,isaliye usake manaa karane parr bhee vaha aadhaa darjan kele rakh gayaa thaa,joy
9593,"soney seey pahale usake sir mein badamarogan daal diyaa karo,'' vaha kahati",joy
9594,"mujhe bulaa liyaa karo, main aaa curr daal doongi''",joy
9595,"pandrah dinn pahale vaha aaee hii thee, tou bachche usake gird hue rahate they",joy
9596,unhein daadi seey hazaaron baatein kahani aur shikaayaten karni theen,joy
9597,kumud kabhi-kabhi zaroor usake paas aaa jaati thee aur usake kamare mein khamosh khelati rahati thee,joy
9598,usey daadi shayed isaliye achchi lagati thee,joy
9599,kshitij key aeka koney seey doosare koney taka jhilamilaati hui swarnim aabha dheere-dheere bikhar rahee thee,joy
9600,"lagata thaa, jaise golak mein bund ujala footkar baahar nikalane key liye sangharsh curr rahaa hoe",joy
9601,ujaale kii badhati hui jhalak seey harr kshan aisee prateeti hoti thee,joy
9602,"tuu banaakar pee legaa, jise yeh naheen pataa kii doodh kaun-saa haye aur cheeni kaun-see",joy
9603,vaha thodaa hans dee,joy
9604,pee bhee leey maan,joy
9605,raat kii gaadi mein usey achchi jagah mill gaee,joy
9606,"jaate hii chitthi likhiyega,'' usane kahaa",joy
9607,"tum laali kii tabiyat kaa pataa detee rehna,'' bachan ney kahaa",joy
9608,uska shareer chaandi kii tarah chamkila aur safed thaa,joy
9609,usaki aankhen heere kii tarah chamakdaar theen,joy
9610,usaki soond suhaga lagey soney key samaan kantimaya thee,joy
9611,usake chaaron pair tou maano laakh key baney hue they,joy
9612,vaha assie haaran gajon kaa raaja bhee thaa,joy
9613,vaha usaki sahaayata key liye aage badhaa,joy
9614,"usake bhaya koo door karane key uddeshya seey seelwa bee shalinta seey apane sthaan parr khaan hoe gayaa,",joy
9615,vaha samajh gayaa kii seelwa koee khatarnak haathi naheen thaa,joy
9616,taba vaha aadami nirbheek hoe curr apane sthaan parr sthir hoe gayaa,joy
9617,seelwa ney taba usake paas pahuncha curr usaki sahaayata kaa prastaav rakhaa,joy
9618,seelwa ney usey taba apani soond key uthaakar peeth parr bithaa liyaa aur apane nivaas-sthaan parr leey jaakar nanaprakar key falon seey usaki aavabhagat kii,joy
9619,antat: jaba usa aadami kii bhookh-pyaas kaa nivaaran hoe gayaa tou seelwa ney usey punn: apani peeth parr bithaa curr usa nirjan vann key baahar usaki basti key karib laakar chhon diyaa,joy
9620,puraane jamaane mein basra mein aeka badaa aishwaryavaan aur nyaaypriya badshah raaj kartaa thaa,joy
9621,anta mein bhagwan ney una sub kii baat sunee aur malika koo garbh rahaa aur nau maheene baad usake aeka putra paida huaa,joy
9622,joe sahsi hotaa haye vaha khataron kaa saamana kartaa hii haye,joy
9623,phir baadshaahon kaa tou kaam hii haye kii khataron seey joojhen,joy
9624,yeh khatare aur vipattiyaan hii baadshaahon koo jeevan kaa maarg dikhaati hain,joy
9625,tum logon ney jee khush karnewali bhavishyavani kii haye,joy
9626,yeh kaha curr badshah ney jyotishiyon koo achchha inam dey curr vidaa kiyaa,joy
9627,kuchh hii dinon mein vaha pratyek vidya aur kalaa mein nipun hoe gayaa,joy
9628,"aeka raat koo usane swapn mein dekhaa kii aeka vriddh usase muskura curr kaha rahaa haye - oh jainussanam, tum yeh baat samajh low kii harr ranj key baad khushi aatee haye aur harr vipatti key baad sukh milata haye",joy
9629,isaliye nirash naan hoe,joy
9630,vahan tumhara bhaagya jaagega aur tumhare dukh door hoe jaayenge,joy
9631,tum iss pareeksha mein poore utare,joy
9632,tum badey shaktishali raaja banoge,joy
9633,vaheen parr tumhen apaar dhana raashi milegi,joy
9634,"bollie, yeh boodhaa bhee ajib haye",joy
9635,"dou baar sapane mein aaa curr usane tumhen bekaar idhar seey udhar daudaaya, abb teesari baar bhee kuchh bakwas curr gayaa, jiska koee matlab naheen hoe sakata",joy
9636,"jainussanam ney kahaa, vishvaas rakho, abb main tum seey poochhe bagair kuchh bhee kharch naheen karoonga",joy
9637,"usa khambhe parr aeka safed reshmi kapada madhaa thaa jiss parr likhaa thaa, priya putra, yeh aathon moortiyaan anupam aur amulya hain kintu navein khambhe key liye joe moorti haye vaha isase bhee badh curr haye",joy
9638,vaha vahan kaa prasiddh aadami haye aur tumhen uska makaan bagair dikkat key mill jaayega,joy
9639,tum aise mahaan siddh key adesh parr kaam curr rahey haye joe sarvagya haye,joy
9640,tumhen usake adesh key paalan seey koee haani naheen hoe sakati,joy
9641,"tum raajya-prabandh kii bhee chinta naan karo, main mantri kii sahaayata seey sub sambhaal loongi",joy
9642,tumhare swami kii udaartaa key baare mein bahut kuchh sunaa haye,joy
9643,main chaahata huun kii unakaa mehmann banuun,joy
9644,"mubarak yeh suna curr usake paanv parr gir curr bolaa, nissandeh aap merey swami hain",joy
9645,main aapako ichchit sthaan parr avashya leey jaaoonga,joy
9646,"kintu abhee aap thake hain, dou-chaar dinn aaraam karein",joy
9647,"maine kahira key pramukh vyaktiyon koo bhoj diyaa haye, aap bhee vaheen chaley",joy
9648,jainussanam ney saharsh yeh sweekaar curr liyaa,joy
9649,mubarak usey bhoj sthaan parr leey gayaa aur swayamsevakon kii bhaanti badshah jainussanam key paas khadaa rahaa,joy
9650,"iss parr jainussanam ney kahaa, main iss upasthit samooh key samaksh ghoshana kartaa huun kii maine inhein apani daasata seey mukt kiyaa",joy
9651,yeh suna curr mubarak ney sir jhukaa curr shahzade kaa aabhaar prakat kiyaa,joy
9652,"dekhiye, kaise lahalalate khet hain jinake chaaron or sunder phool aur sabjiyaan luggy hain",joy
9653,faldar pedh kii shaakhaaen falon key bhaar seey dharti chhoo rahee hain,joy
9654,jagah-jagah sunder pakshi kalrav curr rahey hain,joy
9655,"usey lugg rahaa thaa kii usaki raaste kii saaree thakan utar gaee haye, vaha bahut dair taka vahan kii praakritik sushama kaa anand letaa rahaa",joy
9656,kintu aggar vaha maanviya roop mein aayaa tou aap kii kaamana poorna hoe jaayegi,joy
9657,jitani bhayanakta honey thee hoe lii,joy
9658,abb yeh andhera bhee chhant jaayega aur ujala hoe jaayega,joy
9659,"kuchh hii kshanon mein baadal, bijli sub gayab hoe gaye aur prakaash fail gayaa",joy
9660,usake baad jinnon kaa badshah aeka sunder manushya key roop mein prakat huaa,joy
9661,"jinnon kaa badshah muskurata huaa usake sameep aayaa aur bolaa, merey bete, tumhara swargiya pitaa meraa badaa ghanishth mitra thaa, mujhe usase badaa sneh thaa",joy
9662,"jaba bhee vaha merey paas aataa, main usey heere kii aeka sunder moorti bhent mein detaa",joy
9663,vaha usey apane saath leey jaataa,joy
9664,iss prakaar maine usey aathh moortiyaan deen,joy
9665,naveen moorti sundarta mein pahale kii aathh moortiyon seey kaheen achchi haye,joy
9666,maine bhee apane prann key paalan hetu vriddh key roop mein tumhen sapana diyaa thaa aur maine hii tumhare pahale mahal mein chhupa huaa khajaana tumhen dilvaayaa thaa aur tumane asharfiyon kii dengein paain aur phir ander key kamare mein jaa curr usey khol curr tumane swarn-stambh parr sthaapit heerak moortiyon koo dekh curr aur phir apane pitaa dwara likhit sandesh koo padhaa,joy
9667,mujhe maloom haye kii usa sandesh koo padh curr hii tum mubarak key saath yahaan aae hoe,joy
9668,"usake baad jinnon key badshah ney kahaa, tumhari manokamna avashya poori hogi aur tumhen tumhari vaanchhit vastu milegi",joy
9669,aggar main tumhare pitaa seey uska vaadaa naan kartaa tou bhee naveen moorti tumhen hii detaa,joy
9670,vaha roopavati bhee hoe aur uska hriday bhee nirmal hoe,joy
9671,"jinnon kaa badshah muskura curr bolaa, tum buddhiman hoe",joy
9672,tumhari baat thheek haye,joy
9673,"tum manushya tou aeka-doosare key dill kaa haal naheen hii jaanate, humm jinn loga bhee aeka-doosare key dill kii baat naheen zaan paate",joy
9674,yadi uska antahkaran nirmal hoga tou vaha iss darpan mein bhee sundari dikhaai degi,joy
9675,yahee sheesha tumhare bhaagya koo chamkaayega,joy
9676,kahira mein jitani sunder kanyaaen hain utani sansar mein kaheen naheen,joy
9677,"mubarak ney kahaa, aap isaki chinta naan karein",joy
9678,mujhe aashaa haye kii vaha bagair kissie kathinaaee key aapaki vaanchhit kanya leey aaegi,joy
9679,"merey malik shehzade ney aapaki sachcharitrata kii khyaati suna curr mujhe aapke paas bheja haye aur kahalvaya haye kii yeh tuchchh bhent sweekaar karein,",joy
9680,mujhe apana sevak samajhen aur avsar mille tou darshan dein,joy
9681,yeh suna curr murad bilkul pighal gayaa,joy
9682,usa udaar vyakti key baare mein mujhe bhram thaa,joy
9683,abb mujhe maloom huaa haye kii vaha chor-daku naheen balki kissie desh kaa rajkumar haye,joy
9684,abb usaki shikayat kotwal seey karane kaa koee matlab naheen haye,joy
9685,"murad ney kahaa, aisee kanya kaa milna kathin haye kintu merrie jaankaari mein aeka aisee ladki haye",joy
9686,vaha kanya anindya sundari bhee haye,joy
9687,chaahenge tou uska pitaa uska haath saharsh aapke haath mein dey dega,joy
9688,ladki ney chehare seey nakaab uthaaya tou jainussanam uska roop dekh curr chakachaundh hoe gayaa aur sochane lagaa kii yeh tou merrie hii hoe curr rahey tou achchha hoe,joy
9689,darpan mein bhee vaha poorna sundari dikhaai dee,joy
9690,yaani jainussanam koo aisee hii ladki mill gaee jaisi dhoondhane vaha nikla thaa,joy
9691,donon kaa vivaah taya hoe gayaa,joy
9692,dou-chaar dinon mein bhootpoorv mantri ney kaaji aur gavahon koo bulaa curr nikah padhwa diyaa,joy
9693,main tum seey bahut khush huun kii tum merey liye aisee achchi kanya laae,joy
9694,vahan tumhen tahakhaane mein navein khambhe parr vaanchhit heerak moorti milegi,joy
9695,"budhiya ney atyant prasann hoe curr kahaa, abb tumhen jaroor naveen heere kii moorti mill jaayegi",joy
9696,paas jaa curr dekhaa tou vahee kanya thee jisase usane vivaah kiyaa thaa,joy
9697,jainussanam usey dekh curr stambhit raha gayaa,joy
9698,abb maine tumhen baithe hii paa liyaa haye,joy
9699,"abb mujhe naveen moorti kii tou kyaa, saare sansar key dhana-daulat aur rajpat kii koee parwah naheen haye",joy
9700,"itane mein jinnon kaa badshah manushya roop mein prakat huaa aur jainussanam kii maan seey bolaa, malika, main tumhare putra seey hii sneh rakhta thaa",joy
9701,"main ise safal badshah dekhana chaahata thaa isaliye maine tarah-tarah seey isake shaurya, vinay, aatmasanyam aur pratigya-paalan kii pareeksha lii",joy
9702,"yeh sundari aur sachcharitr kanya bhee maine apane liye naheen, vaastav mein tumhare putra key liye chuni thee",joy
9703,"isaliye maine ise yahaan pahuncha diyaa aur yeh low, navein khambhe parr lagaane key liye yeh heerak moorti bhee low",joy
9704,sub loga bahut khush hue aur raajya mein kaee dinon taka badshah key vivaah kaa mahotsav rahaa,joy
9705,apane jamaane kii yaad curr chaudhari saahab kahate-''voe bhee kyaa vakt they,joy
9706,"insha allah, chaudhari saahab key kunbe mein barakkat hui",joy
9707,chaudhari-khandan apane makaan koo haveli pukaartaa thaa,joy
9708,daroga saahab key jamaane mein zanana bheetar thaa aur baahar baithak mein way modhe parr baith naicha gudguayaa karate,joy
9709,teesari peene key byaah-shaadi honey lagey,joy
9710,unhone wazifa paaya,joy
9711,chaudhari pirbakhsh kaa bhee byaah hoe gayaa maula key karam seey bibi kii god bhee jaldi hii bharee,joy
9712,"khuda kii barakkat hoti haye, tou rupaye-paise kii shakl mein naheen, aal-aulaad kii shakl mein hoti haye",joy
9713,hanskar boley-''honey dou kyaa haye,joy
9714,hamaare yahaan pakki haveli mein bhee dyodhi parr daree kaa hii pardaa rahata thaa,joy
9715,bubber alikhaan kaa rozagaar sitwa key usa kachche muhalle mein achchha-khaasa chalata thaa,joy
9716,apani chikitsa vidhi key kaaran vahan merrie badee pratishtha hoe gaee thee,joy
9717,"navein dinn main ney kahaa, abb aap bilkul swasth hain, snan keejiye",joy
9718,damishk key hakim ney mujhe yathesht paaritoshik diyaa aur mujhe shaahi dawakhane kaa pramukh banaa diyaa,joy
9719,jiss yuvak kaa main ney ilaaj kiyaa thaa vaha bhee mujhe bahut maanane lagaa,joy
9720,merey pitaa ney merrie shiksha-deeksha parr bahut dhyaan diyaa aur mujhe pratyek paathaniya vishay kii shiksha hii naheen dilaaee balki anek kalaa key kshetron mein paarangat karwa diyaa,joy
9721,unhone misra desh aur usamen bahanewaali neel nadee kii itani prashansa kii kii meraa munn betahasha usa desh koo dekhane key liye honey lagaa,joy
9722,"vahan kii bhoomi sonaa ugalati haye, vahan key nivasi badey dhana-sampann hain",joy
9723,misra kii striyaan atyant roopavati aur chatur hoti hain,joy
9724,neel nadee jaisi koee nadee naheen haye,joy
9725,usa kaa paani bahut swadwala aur paachak hotaa haye aur kaee rogon kii dawaa jaisa kaam kartaa haye,joy
9726,vaha saare desh koo haraa-bharaa rakhti haye,joy
9727,vahan kii mitty badee naram haye aur kheti karane mein bahut shram naheen padata,joy
9728,vahan key nivasi arabi bhasha mein neel kii prashansa mein geet gaate hain jinka bhaav yeh haye kii neel nadee tumhare liye kitni lambi yatra karati haye aur badey khed kii baat hogi aggar tum usey chhod curr anyatra jaa baso,joy
9729,"misra mein saaree rituon mein hariyali rahati haye""",joy
9730,vahan naana prakaar key swaadisht falon key vriksh aur bhaanti-bhaanti key pashu-pakshi rahate hain,joy
9731,vahan meethe paani kii bahut-see naharen bahati hain aur vahan key nivasi kalaa-kaushal mein badey praveen hain,joy
9732,vahan key mahal bahut badey-badey aur ratnajatit hain,joy
9733,main ney kaee nagar dekhe hain aur saikadon kalakaron aur vidvaanon seey milaa huun,joy
9734,misra jaisa desh aur vahan key nivaasiyon jaise loga kaheen bhee naheen dekhe,joy
9735,"usa jawan ney kahaa kii apane pitaa key munh seey misra kii itani prashansa suna curr merrie utkantha bahut balwati hoe gaee aur raat-dinn bhagwan seey prarthana karane lagaa kii vaha kuchh aisee paristhiti utpann curr dey kii mujhe misra desh koo dekhane kaa avsar mill jaae""",joy
9736,"damishk bhee jalavaayu, paani aur saundarya key lihaz seey bahut achchha nagar haye",joy
9737,mujhe yeh nagar badaa sunder zaan padaa aur main usey dekh curr badaa prasann huaa,joy
9738,vaastav mein mujhe aisaa maloom hotaa thaa kii swarg key baad aggar koee jagah haye tou yahaan haye,joy
9739,merey pitaa aur chachaon ney vahan kaafee achchha vyapar kiyaa,joy
9740,merey hisse kaa bhee joe maal bikaa usa parr paanch prati saikada kaa laabh huaa,joy
9741,yeh laabh kii raashi mujhe dey dee gaee,joy
9742,merey paas kaafee paisa hoe gayaa,joy
9743,badee khubsurat sangamarmar kii bunny haveli thee jisaki divaaron parr manohar chitrakaari thee aur jisake ander aeka sunder pushp vatika thee,joy
9744,matlab yeh kii apane pitaa aur chachaon kii anupasthiti mein main ney badee sukh-suvidha key saath damishk nagar mein jeevan yapan kiyaa,joy
9745,shaam koo vaha phir aaee aur humm logon ney raat bhar raag-rung kiyaa aur doosari subah vaha phir mujhe duss asharfiyaan dey curr kahane luggy kii aaj shaam koo phir aaoongi,joy
9746,"pyaare, tum mujhe sunder samajhate hoe yaa naheen'",joy
9747,main tumhen sansar kii sarvshreshth sundari maanata huun',joy
9748,"vaha hans curr kahane luggy, 'yeh bekaar kii baat haye",joy
9749,tum chaaho tou usey leey aao lekin main premi tou tumhara hii rahoonga',joy
9750,vaastav mein pahali stree seey naee stree harr baat mein savaai thee,joy
9751,aggar pahali parr aeka baar najar jaati thee tou doosari parr baar-baar jaati thee,joy
9752,usa kaa saundarya itna manmohak thaa kii najar usa parr seey hatati hii naheen thee,joy
9753,jaba usa kii premadrishti mujh parr padati main adheer hoe jaataa thaa,joy
9754,"vaha hans curr kahane luggy, 'tum ise baar-baar kyon dekh rahey hoe",joy
9755,tum ney tou mujh seey pratigya kii thee kii merey alawa kissie parr bhee aankh naheen daaloge,joy
9756,itani jaldi apana vaadaa bhool gaye',joy
9757,"main ney usee kii bhaanti hans curr kahaa, 'tum bekaar hii mujh parr shaka karati hoe",joy
9758,aakhir tumhin tou inhein kripaapoorvak yahaan laaee hoe,joy
9759,hakim ney kahaa kii phir dair karane kii kyaa jarurat haye,joy
9760,usa ney gavahon koo turant bulaaya aur dikhawati raag-rung key bagair kaaji key dwara apani putri seey meraa vivaah karwa diyaa,joy
9761,iss key atirikt usa ney apani sampatti bhee apane maranoparant merey naam karane key kagaj likh diye,joy
9762,aap ney bhee dekhaa hoga kii hakim mujh parr kaisa dayalu haye,joy
9763,"badshah ney kahaa, 'tumhari kahani pahali donon seey adhik manoranjak haye",joy
9764,vaha iss baat seey bahut hii prasann huaa kii subah-subah hii achchha kaam mill gayaa thaa,joy
9765,mazdoor yadyapi door taka bhaari bojh laker chalane key kaaran bahut thuck gayaa tathaapi usa kamare kii samagri aur sajawat dekh curr apana shram bhool gayaa aur vaha prasann chita seey iss shobha koo dekhane lagaa,joy
9766,visheshatah usey simhaasan parr baithi hui ateev sunder stree ney bahut aakrisht kiyaa,joy
9767,zubaida ney usey itna paisa diyaa joe usaki sadharan majdoori seey kaheen adhik thaa,joy
9768,"uska aashay yeh thaa kii una striyon key beach mein vahee purush aur doosare una teen key alawa chautha vyakti bhee vahee haye, isaliye bhojan key samay usey bhee khaane key liye bithaa liyaa jaay",joy
9769,"zubaida usaki baatein suna curr hansane luggy aur bollie,",joy
9770,"dekho bhaai, hamane tou paisa aur mehnat lagaa curr iss bhojan koo taiyar kiyaa haye, tumane tou iss parr kuchh kharch naheen kiyaa",joy
9771,phir tumhen apane khaane mein kyon sammilit karein',joy
9772,yeh apani baaton seey hamara manoranjan karega aur apane vinodi swabhaav key kaaran hamein hansaata rahega,joy
9773,tumhen naheen maloom yeh jabardast kism kaa maskhara haye,joy
9774,bajar mein yahaan taka saare raaste yeh hansee-majaak kii baaton seey mujhe hansaata aayaa haye,joy
9775,mazdoor koo ameena kii baatein sunkar badaa santosh huaa,joy
9776,"usane kahaa, 'aap logon kii badee kripa hogi aggar mujhe apane saath rahane dein",joy
9777,"zubaida ney muskarakar kahaa, 'humm dee hui cheej vaapas naheen lete",joy
9778,tum hamaare saath raha curr hamaare khaan-paan mein sammilit hoe sakate hoe,joy
9779,mazdoor badaa hii prasann huaa,joy
9780,mazdoor ney ameena kaa aadarpurvak haath choomkar pyala leey liyaa aur usey peene key pahale iss aashay kaa aeka geet gaaya kii jiss prakaar itra seey vayu sugandhit hoe jaati haye usee prakaar aggar pilaane vaalaa manoram hoe tou madira mein naee sugandh aaa jaati haye,joy
9781,yeh geet sunkar teenon striyaan bahut prasann huin aur unhone aeka doosare key baad kaee geet sharaab key nashe mein gaaye,joy
9782,isase saaraa bhawan aalokit aur suvaasit hoe gayaa,joy
9783,isake baad teenon striyaan aur mazdoor bhojan karane lagey aur madira peaker apane-apane kshetra kii bhaashaon key geet gaane lagey aur raag-raaginiyan chhedane lagey,joy
9784,"darwaaje parr aeka hii jaise lagane vaale teen fakir khade haye zubaida, tum unhein dekh curr bahut hansogi",joy
9785,saafi bahan kii anumati paakar prasannatapurvak daudi gaee aur teenon fakiron koo laker ander aaa gaee,joy
9786,"fakir loga nashe mein aae tou boley, yahaan koee baaja hoe tou humm loga kuchh gaaen-bajaayen",joy
9787,way loga iss gaane-bajaane key darmyan hansee-thhattha bhee karate aur oonche swar mein vaah- vaah bhee karate,joy
9788,usane hamein badaa swaadisht bhojan karaaya aur uttam madira peene koo dee,joy
9789,humm loga nashe mein aaa gaye tou usane nrityanganaon koo bulaakar naachane kii aagya dee,joy
9790,humm loga yeh tou samajh gaye hain kii tum loga gaane-bajaane mein atee nipun hoe,joy
9791,hamein bhee sangeet mein ruchi haye aur humm bhee apani kalaa seey tumhare aamod-pramod mein yog dey sakate hain,joy
9792,"jaffar ney kahaa, tum sundariyon key munh seey aisee kaun-see baat nickle sakati haye jiska kissie koo bhee buraa lagey",joy
9793,itane mein aeka fakir ney uthkar apane desh key dhang parr naachana shuru curr diyaa,joy
9794,striyon koo vaha naach pasand aayaa aur sabane usaki nritya kalaa kii prashansa kii,joy
9795,ameena ney baansuri laker kuchh dair taka sur milaaya phir aeka badaa madhur raag bajaana shuru kiyaa aur bajaate-bajaate usamen magn hoe gaee,joy
9796,usane apane makaan mein kaee kaksh banavaae jinamen vaha saadhu-santon koo thaharaata aur bhojan diyaa kartaa thaa,joy
9797,sant purush ney apane puraane padosi kii badee abhyarthana kii,joy
9798,kintu usa sant purush kaa bhaagya achchha thaa,joy
9799,usa kuein mein pariyan rahati theen jinhone usake girane parr usey haathon-haath uthaa liyaa aur suvidhapurvak aeka jagah bithaa diyaa,joy
9800,vaha sant purush sochane lagaa kii iss dashaa mein mujhe laane mein bhagwan kii kuchh kripa hii hogi,joy
9801,yeh atyant sachcharitr aur sheelwan vyakti haye,joy
9802,iss nagar mein ishwar kii dayaa seey isaki khyaati bahut badh gaee,joy
9803,"doosara bolaa, 'sub achchha hoga",joy
9804,isase vaha neerog hoe jaayegi aur aage bhee dimdim kabhi unake paas naheen fatkega',joy
9805,usake shishya aur bhakt joe raat bhar usey khojate rahey they usey dekhkar atyant prasann hue,joy
9806,aggar aapke aashirvaad seey merrie betty swasth hoe jaae tou merrie sabse badee chinta door hoe jaae',joy
9807,main bhagwan seey prarthana karoonga kii vaha swasth hoe jaae aur aashaa haye kii merrie prarthana sweekaar hogi',joy
9808,badshah yeh sunkar atyant prasann huaa,joy
9809,jinn key jaate hii shahzadi hosh mein aaa gaee,joy
9810,badshah khushi seey phoola naan samaaya,joy
9811,usane apani betty koo chhaati seey lagaa liyaa aur usaki aankhen choomane lagaa,joy
9812,phir usane sammaanswarup sant purush key haath choome aur apane sabhasadon seey raay lii kii iss sant purush key upkaar kaa badala kiss prakaar chukaauun,joy
9813,sabhasadon ney ekmat hocker kahaa kii rajkumari kaa vivaah issie santpurush key saath curr denaa chaahiye,joy
9814,badshah koo sabhasadon kii salah pasand aaee aur usane shahzadi kaa vivaah usake upkaar kartaa key saath curr diyaa,joy
