,utterance,emotion
15499,स्ट्रेंज हुह इतने बड़े खंडां का कुत्ता और इतने मिडल क्लास तस्ते,disgust
15503,होगी कोई मिडल क्लास घर की बिच,contempt
15504,माया,anger
15506,ओह ओह लेकिन अब इस कमीने कुत्ते का क्या करे,anger
15508,रुकिए रुकिए,fear
15509,यू मस्त कोम बैक,joy
15510,ये आपका कोट वैसे सॉरी वो खीर शीर गिर गये थी,sadness
15512,पगड़ी सुख गयी ना,joy
15515,ओह वो,joy
15516,मई भी जा पाती लेकिन क्या करे दीपेंद्र की तबियत आजकल ठीक नही रेहटी ना,sadness
15517,अछा होव सद,sadness
15520,तो आप उसे हमारे पास छोड़ जाइए ना हम उसका खयाल रखेंगे है ना मम्मी जी,joy
15521,रियली सो वेरी नाइस ओएफ यू,joy
15523,आई न्यू थाट कल सुबह में दीपेंद्र को छोड़ जाऊंगी हा,joy
15524,एब्सोल्यूटली अन्यिमे,joy
15527,मैने अच्छा किया ना मम्मी जी,joy
15528,खाक अछा किया तुमने हम दीपेंद्र को कैसे संभालेंगे,fear
15530,दीपेंद्र उनका कुत्ता है मोनिशा,anger
15531,हेलो वे वेरे वेटिंग फोर यू,joy
15535,हेहेहे हेलो हेहेहे हेलो,joy
15536,ओह्ह हेएस क्वाइट एट होम एओ एओ प्लीज कोम,joy
15537,थैंक यू,joy
15540,ओह लूक एट हिम इन्द्रवर्धन के साथ दोस्ती भी हो गयी दीपेंद्र की,joy
15541,हेलो दीपेंद्र,joy
15543,हहाहा,joy
15545,वाह वाह वाह क्या किस्मत पाई है ना मैने पिछले जनम में दीपेंद्र और इस जनम में रोसेश जोक था यार,joy
15548,बस,surprise
15550,क्या  दिन भी हेहे,surprise
15554,अछा हेहे,joy
15556,नॉनवेग दीपेंद्र ना बहुत बदमाश है नॉनवेग के लिए बहुत जिद्द करेगा वो,joy
15559,हा  बजे टीवी ओन कर देना फिर वो  बजे तक टीवी के सामने से हिलेगा भी नही,joy
15560,हहाहा सेम मोनिशा,joy
15562,एक्जैक्ट मोनिशा,joy
15563,पहली बार उसको छोड़ के जा रहे है तो उसका जरा खयाला करना,sadness
15566,थॉट्स नोट आ प्रॉब्लम इन्द्रवर्धन बहुत अच्छा गेट है,joy
15567,इंदु गाना गाएगा उसके लिए है ना,joy
15570,कुत्ते की दुम कैसे होती है थोड़ी आदि होती है थोड़ी टेडी होती हैवो तो हिलने के लिए एवर रेडी होती है एएए हाहा,joy
15571,इंदु इंदु देखो देखो देखो हे इस लाइकिंग इट हहाहा,joy
15572,अरे आप का दीपेंद्र बहुत खुश रहेगा याहा,joy
15573,टेक माई वर्ड माया मई तुम्हरे जेस्चर से बहुत खुश हू मुंबई कल्चरल सोसाइटी की नेक्स्ट प्रेसिडेंट माया साराभाई टेक इट फ्रॉम मे,joy
15576,लवली वेरी नाइस वेरी नाइस,joy
15577,थैंक यू,joy
15578,डिनर वास एक्सेलेंट लेकिन रोसेश की कविता इवेन बेटर,joy
15579,माया सुना तुमने इसे रोसेश की कविता अच्छी लगी,joy
15581,प्रिसाइजली,joy
15583,रियली मुझे तो नही पता था,surprise
15584,बलदेव की कविता सुन कर ही तो मई इनके प्यार में पागल हो गई थी,joy
15585,नेचुरली इसे लुक्स पे कौन पागल होगा हहाहा जोक मारा,joy
15588,क्लैप एवरीबॉडी,joy
15591,चुप कर ना रोसेश,anger
15596,क्या कविता शुरू हो गई,surprise
15598,फिर एक दिन मा नही रही वो मार गई,sadness
15602,वेरी टचिंग,joy
15604,ब्रावो ब्रावो,joy
15605,कविता पूरी हो गये,surprise
15607,नेचुरली कविता सुन कर किसी ने कहा होगा ऑडियंस में से हहाहा जोक मारा,joy
15608,ओह माई गोद  वे मस्त लीव दीपेंद्र हमारे बिना सोता नही है ना,fear
15611,रियली जस्ट लाइक माई रोसेश,joy
15612,माया रोसेश कहा जाता है सरूपा और बलदेव को गुड नाइट किस देने हाहा जोक मारा,joy
15613,कोई हसा तो मत मारो लगते है,anger
15616,आई हद थैंक यू,joy
15617,साहिल मोनिशा ग्रेट न्यूज ग्यूस,joy
15618,गिव यूएस आ हिंट,joy
15619,उम्म इस न्यूजपेपर को लेकर,joy
15620,न्यूजपेपर के दाम काम हो गये है ना,joy
15623,पॉलिटिकल एडवाइजर प्रजा शक्ति पार्टी लीडर बलदेव सिंह मे बैक माया सारा माया साराभाई,surprise
15624,हहाहा,joy
15625,मोम व्हाट अरे यू सेइंग,joy
15626,हाहा येस मैने सुना है की मोस्ट प्रोबेबली बलदेव मुझे ही सपोर्ट करेगा फोर प्रेसिडेंट,joy
15627,भारत की प्रेसिडेंट,surprise
15631,नही नही आई मीन औरते प्रेसिडेंट बन सकती है,joy
15632,अरे हा स्वर्गीय इंदिरा गांधी जी भी तो प्रेसिडेंट थी ना,joy
15633,स्वर्गीय इंदिरा गांधी जी प्रधान मंत्री थी व्हाटएस व्रोंग विथ यू कमाल करती हो तुम मोनिशा,anger
15636,मई साहिल की गलती की बात कर रही थी,contempt
15637,साहिल की गलती मतलब मुझसे शादी कर के जो गलती की वो,surprise
15639,दोनटी माइंड हा बेटा मई तो जस्ट साहिल मैने आज शाम को बलदेव और सरूपा को बुलाया है डिनर के लिए,joy
15641,बेटा तुम जरा आराम से आना,contempt
15642,आई वांट तो क्रिएट आ फैबुलस इंप्रेशन ओन बलदेव,joy
15645,ओह सरूपा हाहा ही,joy
15648,हे सिंग्स वो आई मीन बोव वो हहाहा,joy
15649,ओह वे मिस हिम सो मुच,sadness
15652,रियली होव वंडरफुल,joy
15656,हा वो तो पता चल ही गया हुमे,joy
15658,रियली इंद्र हा हा सरूपा उम्म या सारू याह याह ओके सी यू टॉमोरो इन्द्रवर्धन,fear
15660,क्या है मोनिशा तुम तुम ठीक तो हो ना,surprise
15661,हे हे रात अकेली है बुझा तो या ट्यूबलाइटअकार मेरे पाससब्जियां हटा दो जो भी चाहे कहिए जो भी चाहे कहिए,joy
15663,क्या साहिल एक तो मैं इतनी मेहनत करके तुम्हें सिड्यूस करने की कोशिश कर रही हुन और तुम,sadness
15665,क्यों मैं सिर्फ सीरियल में देखकर ही कुछ कर सकती हुन खुद अपने दिमाग से सोच कर तुम्हें सिड्यूस नहीं कर सकती,sadness
15666,प्लीज बताओ तुमने कौन से सीरियल में देखा याह सब सीन,anger
15667,उसका पति सिर्फ मेरा है सीरियल में मैं वैम्प ने हीरो को ऐसेही सिड्यूस किया था।,joy
15668,थाटएस बेटर गुड नाइट,joy
15669,गुड नाइट मई तो यूएस वैम्प से भी गये गुजरी हुन।,sadness
15671,मतलब की वो वहेम दूसरों की पट्टी को भी सेदुसे कर लेती है और मैं मैं तो अपने पति को भी सेदुसे करने में कामयाब नहीं हुई।,sadness
15673,उसे सीरियल का हीरो तो हमेशा फ्रेश रहता है,sadness
15674,उसे सीरियल के हीरो को तो और भी कोई काम नहीं होता है ना सिर्फ लड़कियों की आंखों में झकता रहता है और वहन पेर मुझे पेशेंट के पिंपल्स और तकले की चर्बी में झकना पड़ता है मैं थक गया हुन आई नीड तो सोम स्लीप ओक गुड नाइट डार्लिंग,contempt
15676,क्या बातें करून में मोनिशा मोनिशा हन हन कैसी हो तुम कितनी बड़ी हो गई है हमारी रूम पेर सब्जियों की कलेक्शन हा हा और याह देखो वो काल तक तो ढुलकी सिर्फ लकीर थी और आज तो यहा पे फू वो,contempt
15677,तुम ताना मार रहे हो ठीक है साहिल मैं घर छोड़ कर जा रही हूँ।,anger
15678,है इंद्रवदन कैसे हो तुम कैसा है स्कॉटलैंड का वेदर आई विश आई वास विथ यू हन हन यहां का मौसम तो ठीक है लेकिन माहौल येस कौन आया है दो दिन यहां रहेने हन बस हैं हैं हैं हैं हैं के बर्षात हो रही है यहाआई कैनटी,sadness
15685,हेलो हेलो हेलो अरे फोन तो डेड है तो तुम बातें किस्से कर रही थी,surprise
15686,मजा आया,joy
15688, मिनट हन मोनिशा इंदु मैं तुमसे बात में बात करूंगी यहां पेर बहुत ज्यादा लोग है आई विल सी यू लेटर बाई डार्लिंग लव यू,joy
15691,हन,joy
15693,मैं बनाऊ,joy
15694,अपने सुन येस येस येस प्लीज बनाइये बनाइये,joy
15695,माया तुम डांस क्यों कर रही हो मैं बना रहा हुन ना,surprise
15697,हे मोनिशा कितनी बार कहा है की तुम नीति पहें के उही घुमा मत करो कॉरिडोर में किसी ने देख लिया तो,contempt
15698,कोई क्यों देखा था मम्मी जी जब मेरा अपना पति मेरी तरफ खुद आंख उठा कर नहीं देखता तो,sadness
15699,ओ बेचारा तो जमीन पर कुशन जुटे उठाने के लिए झुका रहता है उसे आंख उठा कर देखने का चांस नहीं मिलता होगाहै ना,contempt
15700,पिछले  महीने से साहिल ने साहिल ने कचरा कुशन उठाना सब कुछ बंद कर दिया और आजकल तो वह बेटे पेर पढ़े सब्जियां भी नहीं उठता चुप छाप सो जाता है,sadness
15701,ओ,surprise
15702,हमारे शादी पेर तो आजकल रोमांस नहीं रहा पहले हम कैसे खिल खिल हंसते और कमरे में भागम भाग करते थे,joy
15703,साहिल तुम्हें चेस करता था,disgust
15704,नहीं चूहे को वो देखो वहा भागा वो देखो उधर भागा कहकर में उछलती रहती थी और फिर हम दोनों थक कर लेकिन आजकल वह तो चूहे का पीछा करने से पहले ही ठाकर रहता हैतो,sadness
15709,हम्म बताओ इतना सब कुछ सुना तुमने किसने बताया,surprise
15712,अनामिका थापर जी फोर गॉसिप मैगजीन का एडिटर साहिल भाई।,surprise
15713,मोम ने से गॉसिप मैगजीन का एडिटर को बताया मोम को किसने बताया,fear
15714,साहिल ये लो।,joy
15716,झमकुकड़ी बाबा की भभूति उन्होंने कहा है इसकी मदद से तुम्हारी नो प्रॉब्लम ठीक हो जाएगी,joy
15717,अरे व्हाटएस व्रोंग विथ एवरीबॉडी व्हाटएस हैपनिंग इन थिस हाउस मोम ने गॉसिप मैगजीन की एडिटर को बता दिया तुमने जामकोकरी बाबा को बता दिया के मुझे वह,anger
15719,ची ची ची रिम ई गलत हैझमकुकड़ी के साथ पूरी नहीं जा रहा है भाभी।,disgust
15720,अरे तो हेल्प विथ यूर राइम एंड तो हेल विथ यूर रखपकड़ो इसे मैं इस अपने सर्वर पेर नहीं लगाने वाला,anger
15722,अरे यू क्रेजी इस कचरे को अभी बाहर फेको राइट नौकोम ओन,anger
15723,साहिल इश भभूति को कचरा मत कहो पता है जलकुकड़ी बाबा सोलाह के  दिन बैठ के तपस्या करते हैंशमशान में।,anger
15724,याह बाबा शमशान में बैठता है,surprise
15728,हन हन वह घुसुर फुसुर कुछ नहीं हुआ है मुझे आई हेव नो फंक्शनल डिसऑर्डर ओक,anger
15729,मोम अपने मेरी सोकॉल्ड प्रॉब्लम्स को गॉसिप मैगजीन के लिए अनामिका था पेर को बता दिया,fear
15731,मतलब डॉक्टर साहिल सारा भाई के बजे डॉक्टर सुशील सारा भाई हाँ  मोम कोई भी ग्यूस कर लेगा एंड बी थे वे आपने उस्से उसको याह सब क्यों बताया,anger
15737,मोनिशा मोम मुझे कुछ नहीं हुआ है आई एएम एब्सोल्यूटली फाइन ओक,anger
15740,आ सी एक्सेप्टेंस इस थे के क़ुबूल करने से प्रॉब्लम गाडी हो जाती है बेटा क्यों मैने नेही क़ुबूल किया की मोनिशा इस कंप्लीटली फरेली मिडल क्लास मेरे गोडाउन में जब बैठी है तो पैसा वसूल करने के लिए जोर जोर से हस्ती है रेस्टोरेंट में एक्स्ट्रा फिंगर बोल मांगती है फिल्म की एंड टाइटल्स तक देखती है टैक्सी ड्राइवर के साथ बर्गेटिंग करने लगती है वह।,contempt
15751,आई दोनटी नोव अबाउट यू बट मुझे तो बहुत मजोर प्रॉब्लम है याह अपना बैग साथ में लेकर क्यों आया है,fear
15753,मेरा मोबाइल फोन खराब नहीं हुआ है दुष्यंत भाई,contempt
15755,मैं कैसे बंद हो सकता हुन दुष्यंत,anger
15758,पूरे बिल्डिंग को पता है वह इव  वाले मिस्टर वालिया तो स्ट्रेस क्यूर करने की एक आउट्रेजियस आईडीईए दिया है।,anger
15760,नेचर्स स्ट्रेस रिलीवर समथिंग योगी में ताला हुआ चूहे का इंटेस्टाइन।,disgust
15761,ईडब्ल्यूडब्ल्यूवीवी यीएक।,disgust
15764,मतलब तुम्हें स्ट्रेस होता तो तो तुम पूरे घी में थाला हुए चूहे का इंटेस्टाइन खाते क्या,anger
15765,अरे यू क्रेजी रोसेश,surprise
15766,थैंक गोद,joy
15773,व्हाट,surprise
15778,ओह हेल्प मधुसूदन अंकल।,surprise
15779,थैंक गोद नाग,joy
15780,कुच नही हो सकता इस कचरे के ढेर में जो थोड़ा सा बेडरूम छुपा है ना याह कुछ नहीं हो सकता मोनिशा इसे थोड़ा और बेडरूम बनाना होगा ना,anger
15782,और वो जो राजमा पड़ा है उसका क्या और आई मीन एक तरफ राजमा और दूसरी तरफ सुरती कोमल चावल मोनिशा तुम्हरा तो चावल भी मिडल क्लास है।,disgust
15783,मम्मी जी मैं गुम से इन्हें चिपका कर कितने सुंदर वाली वॉल हैंगिंग बना रही थी देखिए,joy
15784,ओह माई गोद इस वॉल हैंगिंग को हांग मत करना हन प्लीज मोनिशा,disgust
15785,क्यों,surprise
15786,आई मीन किराने की दुकान में आदमी रोमांटिक फील कैसे कर सकता है जब साहिल कमरे में आये तो उस्से रोमांटिक विचार आने चाहिए ना आई मीन थोड़ी सफाई करो प्लीज याह बेड कवर चंगे करो कुशन्स फ्लावर्स कैंडल्स,disgust
15789,ओह ऐसे तो ये थिक हैं मम्मी जी मेरे पास अच्छे वाले कैंडल्स भी है,joy
15790,थैंक गोद,joy
15791,याह देखिए याह साहिल की बर्थडे पर बची हुई और याह दादी जी की बर्थडे पर बच गयी थी और याह वाली ना मैं नैनीताल की होटल से चुदाई थी और याह वाली मैना,joy
15792,जस्ट लीव,sadness
15794,लीव अब जो कुछ करना है मैं करूंगी जस्ट लीव,anger
15802,दुष्यंत सिधे सिधे हियरिंग इनके कान मेई क्यों लगा नही देते,anger
15804,दुष्यंत व्हाट धीरे धीरे इनकी आंखों की रोशनी नहीं चली गई आंखें खोलते हैं धीरे धीरेऐसे ऐसे,anger
15806,व्हाट धक्का,surprise
15808,आऊच,anger
15811,हाँ वो आपको कैसे पता चला,joy
15813,इसका मतलब आप को सुनाई दे रहा है येस,joy
15818,वाह सुनाई दे रहा है,joy
15819,दुष्यंत याह तो तुमने उनके आईसाइट टेस्ट किया है ऊह्ह हो हो,joy
15821,बिल्कुल नहीं मुझे क्या इतना बहेरा समझ के रखा है।,anger
15822,येआआ यूपी या,joy
15824,अरह साहिल भाई,joy
15827,साहिल भाई मधु फूफा सुन सकते हैं,joy
15828,अरे यू क्रेजी,surprise
15834,आई दोनटी बिलीव थिस हे कैन एक्चुअली हियर यूएस,surprise
15835,येस,joy
15836,ओ दुश्यन यू हेव डोन इट मेरा नाम,joy
15838,साआ हेहे,joy
15839,साहिल साहिल मेरा नाम पूछो ना,joy
15841,मोम मोम अब जल्दी इधर आई यू अरे शॉक,joy
15842,हाहा  मिनट बेटा साहिल अनामिका थापर ने सीरीज भेजी है थेराप्यूटिक चांस ओएफ रिजुवेनेशन ये सुनते ही तुम्हरा रोम रोम में रोमांस भर जाएगा आईटी एक्सिस तुम्हारी सारी प्रॉब्लम सॉल्व हो जाएगी अब्राकाडाब्रा गोने,joy
15851,अरे सुनाए तो दे मधुभाई ऊह्ः ओक थैंक गोद,joy
15853,हाँ मेरा नाम दुष्यंत,anger
15854,भैया जी भैया जी रुको रुको अरे वेल वाले भैया उपर दस मोहल्ले पेर एक वेल देके जाना प्लीज।,fear
15855,मोनिशा मोनिशा मोनिशा,disgust
15856,अरे मोम क्या हुआ,surprise
15859,ओह तो फिर मोनिशा जो बाल्कनी से भैया जी भैया जी चिल्ला रही है वह क्यों नहीं सुनाई देता तुमको साहिल,anger
15861,गोद थिस इस थे लिमिट स्टॉप हेर प्लीज जस्ट,disgust
15866,नो थैंक यू तो तुम कितने मिडलक्लास तरीके से चिल्ला रही थी हेव यू अन्य आईडीईए अभी तुमने इतने जोर से रुको कहा की नीचे तीन चार गाडियां रुक गई क्या माइक्रोफोन निगल गई हो मोनिशा भैया जी भैया जी याह करना ज़रूरी है आई मीन एक्सक्यूज मे भैया जी हेलो भैया जी आइसा नहीं कर सकती थी साहिल समझाओ इसे प्लीज,contempt
15867,आगे से तुम्हें भैया जी को बुलाना हो तो बाल्कनी में से चिल्लाना मत प्लीज,anger
15870,साहिल,surprise
15871,आईएम जस्ट बेइंग फनी मोम,joy
15872,यू नोव यू अरे स्मेलिंग ओएफ इन्द्रवादनेस मैं मजाक नही कर रही हो साहिल आई एएम ईएन मोनिशा की स्टैंडर्ड अरे गोइंग तो थे डॉग्स थाट त्वो स्ट्रीट डॉग्स पता है जब याह सुपर मार्केट से सब्जी खरीदना जाती है तब भी फ्री धनिया के लिए जगदती है जूस वाले से एक्स्ट्रा स्ट्रॉ मांगती है  स्टार होटल सेट टूथपिक्स उठा के ले आती है,contempt
15874,प्रियंका क्लेप्टोमैनियाक है मिडल क्लास नहीं आई मीन टूथपिक पिकअप करना इस रियली,contempt
15876,ओह थैंक यू,joy
15877,विठ्ठल भेल वाले के हाथ साफ थे,fear
15879,ओह माई गोद,disgust
15882,अरे मम्मी जी भैया जी ने इसके  रुपये लिए और एक्स्ट्रा पूरी नहीं डाली मैं खुद ही जाती हुन।,anger
15883,नहीं नहीं नहीं मोनिशा प्लीज एक पूरी के लिए ओ भागेगी भेल वाले की पिछेउसको रोको क्या कर रहा हो तुम्हें ऐसी,fear
15884,मोम आप को पता है मोनिशा मिड मिजाज की मोनमोजी है।,fear
15885,याह मेरी तारीफ थी या बुराई,anger
15886,येह तुम्हारी तड़प दधि थी एंड आई एएम वेरी अपसेट मिस्टर जूनियर इंद्रवदन रियली एंड मोनिशा अगर तुम अपनी मिडल क्लास आदत से बाज़ नहीं आ सकती तो प्लीज मुझसे दूर रहो एन्जॉय यूर चिक वाले भैया की वेल,sadness
15891,चलो ठीक है मैं येह वेल नहीं खाती बस,joy
15892,होव स्वीट,joy
15893,भैयाजी भैया जी रुकिए रुकिए अरे ये वेल रिट्रन करिए भैया जी रुको,fear
15894,माया थिस इस वेरी बाद रोज के मुकाबले आज तुम में मोनिशा को कुछ ज्यादा ही दांत खिलाड़ी,anger
15898,हेलो बलदेव व्हाट आ प्लीजेंट सरप्राइज,joy
15900,नो प्रॉब्लम हमारे केले वाला है ना वह भी बगैर बोले अंधमकता है कभी कभी।,joy
15904,और मैं थप्पड़ मार के बोलू थप्पड़ मारा यार,contempt
15905,ये तो हा हा हा,joy
15908,थाटएस आ यूनिक आईडीईए,joy
15910,ओह रियली अछा है बट मोनिशा की हिंदी,contempt
15913,देखा,joy
15917,क्या बात करते हो,surprise
15919,हाहा इरशाद,joy
15921,ओह वेरी नाइस,joy
15922,वाह,joy
15924,थाटएस ओरिजिनल हा हा,joy
15925,थैंक यू थैंक यू,joy
15927,उस्से मैं समझा दूंगा बलदेव देखना डॉटरइनलाव पे मोनिशा ऐसी धूदर स्पीच देगी जिसे सुनकर तुम्हरा कुत्ता है ना दीपेंद्र वह ताली मार मार के बेहोश हो जाएगा,joy
15928,हुऊऊऊऊ।,contempt
15930,क्या हुआ क्या कहा मोनिशा ने देगी वो स्पीच,fear
15932,व्हाट दो यू मीन   स्पीच देगी,fear
15934,ओह थे चीतः थे बैकस्टैबिंग रात मोनिशा टू बिल्डिंग की नौकरी के पास भी मेरी बुराई करने से नहीं करते आब तो पता नही स्पीच में क्या क्या,sadness
15936,यही के मेरी सांस मेरी ई ससुर को डोमिनेट करती है बेटों को रिमोट कंट्रोल से चलती है मेरी सांस के खाने के दांत अलग चबाने की दांत अलग दिल में खून करने की इच्छा होने पर भी चेहरे पर मीठी मीठी मुसकान रखती है मेरी सांस मेरी सांस एक हिपोक्रेटिक हाई सोसाइटी क्रिएचर है।,contempt
15937,इतना सारा झूठ,surprise
15938,थाटएस वेरी स्वीट ओएफ यू डार्लिंग पेर अफसोस याह सब कुछ तो झूठ नहीं है ना हमें कुच करना पड़ेगा क्या करें बताओ ना,fear
15940,नहीं नहीं नहीं अगर उसने इनकार कर दिया तो यूरई स्टिल मेरी सांस ने मुझे रिस्वत देने की कौशिश की है स्पीच में आइसा कहे दिया तो,fear
15942,थाट इस हॉरिबल मिडल क्लास रोसेश,disgust
15944,एंड डिसगस्टिंग मेलोड्रामैटिक सो नो कुछ और सोचो,disgust
15948,ओ मेरे अल कैपोन मेरे गॉडफादर मेरे पप्पू कांगी,joy
15956,क्या,surprise
15957,दूध इन लाव डे सेलेब्राइट नही कर रहे हैं हमलॉग तुमने मोम के उपर स्पीच लिखी याह मिल्क के उपर,contempt
15959,हन याह किताब में से देख देख कर,joy
15964,तो माथरइनलाव पेर नहीं था तो मैं माथर पे ढूंडा और मा पे मुझे दो अच्छे निबंध मिले जिनका मैने सहारा लिया था एक मेरी मा और दूसरा गई माता।,joy
15965,मोनिशा अगर तुम्हे मैया के उपर स्पीच लिखना था तो किसी मन पेर नहीं डाकू के उपर निबंध बन्ने चाहिए थे।,anger
15978,हाई लाआ,surprise
15980,वह थैंक यू मम्मी जी ई अच्छा भैया जी इस टिकट के बदले में पैसा मिल सकते हैं,joy
15986,मगर परसों तो मेरी स्पीच है,sadness
15987,मोनिशा एक मामूली सा स्पीच के लिए तुम फ्री ट्रिप छोड़ दोगी हो क्या गया है तुम्हें,anger
15991,साहिल को भी छुट्टी की जरूरत है ना मैं उसे समझा डुंगी हाँ।,joy
15994,ओक मोमा आई मीन लिजिए भाभीमोमा,fear
15995,रोसेश भैया,joy
15996,आह रोसेश ओह्ह रोसेश  आईल्ल टेल यू व्हाट स्पेंडिंग परफॉर्मेंस मैं तो तुम्हें पहचाना ही नहीं रियली तुमने बेवकूफ बना दिया मुझेहाँ सो गुड।,fear
15999,आप मुझे स्पीच देने से रोक रही है ना,sadness
16000,मैया याह तुमने बहुत बुरा किया बहुत बुरा किया,anger
16001,मैने मैने क्या किया,surprise
16002,आहाहाआ याह माइथोलॉजिकल फिल्म की वेहम की तरह भोली मत बानो मैने मैने क्या किया एक तो मोनिशा को स्पीच देने से रोका और वो तरकीफ काम नहीं आये तो उसकी स्पीच चुरा लिया तुमने छी ची ची,disgust
16003,मैं व्हाट मैने मोनिशा की स्पीच चू हा हा हा,surprise
16004,और नहीं तो क्या कितनी मेहनत से उसमें स्पीच लिखी थी पता है क्या ओ सा बुक में से देख देख कर।,anger
16005,पर में,sadness
16007,साहिल बेटा तुम भी सोचते हो की मैं मोनिशा की स्पीच चुराई,surprise
16009,अरे डार्लिंग मैं तो स्पीच को चुआ भी नहीं छोटी तो जर्म्स नहीं लग जाते क्यूंकि मोनिशा ने मिठाई बॉक्स की रैपर पेर लिखी थी अपनी स्पीच हाथ में उठती तो मक्खिया भनभना ने लगती।,contempt
16012,वह वह वह वह क्या पासा फेका है माया शकुनी सना साहिल माया खुद अपनी स्पीच लिखे गी यानी स्पीच में क्या होगा जय जय माया जय जय मयाद,contempt
16013,अरे वाह मोनिशा तरबूज बनाया है खाने में,joy
16016,इसमें भी आलस साहिल बेटा तुम पढ़ लो प्लीज मैं इसके बारे में बाद में कुछ भी नहीं सुन्ना चाहती,anger
16020,स्टॉप इट स्टॉप इट स्टॉप इट दाद मोम मोनिशा इस स्पीच पड़ेगी,disgust
16021,साहिल लेटएस फेसेस मोनिशा एक नादान अलसी और गैर जमीदार बहु है मार्क तो मेनरियन अनअबसर्व्ड वह मेरी अच्छा याह कैसे देख पाएगी,contempt
16022,नेचुरली कैसे देख पाएगी साहिल तुम अपना माइक्रोस्कोप तो क्लिनिक पेर छोड़ के आते हो,contempt
16027,व्हाट,surprise
16033,ओके,anger
16034,मोनिशा फंक्शन की व्यू चंगे हो गया है याह बात मुझे बताने की जरूरत नहीं समझी ना तुमने,contempt
16037,मामा याह देखिए भाभी की स्पीच,surprise
16039,रोसेश भैया ये  चूड़ी स्कर्ट्स और टॉप्स और वो सलवार कमीज ले लिजी,sadness
16041,जब में जिंदाही नही रहूंगी रो इनसाब का क्या करूंगी वो बर्तन मोचने का कपरा वो टिसू पेपर और वो मिसेज देवी दयाल का नैपकिन जो यहा भुलकर गेई थी ये सब एपी रख लिजीऔर समजकिंग का  रुपिया दे डीजी जीए,sadness
16042,ओओ इसका मतलब आप ये सब बेंच रहे है।,surprise
16043,और नही तो क्या अपनी श्रद्यांजलि का खर्चा तो निकलना पड़ेगा ना और में नही चाहती आपकी भाई मुझपर एक भी रुपिया खरच करेउहू और हा रोसेश भैया वो  महोल्ले वाली रमोना है ना वो मेरी सैंडविच टोस्टर ले गेई थीउस्से किराया ले लिजिए जीए उसका और  महोल्ले वाले राठोर अंकल उन्होंने मुझसे टैक्सी को देने के लिए  रुपये लिए थे वो भी ले लिजी जीए और हा सोख सभा में गाने के लिए ये खुच मेरी फरमाइस लिजी।,sadness
16045,थोड़ा सा बदल के गाइये जीए ना रोसेश भैयाजैसे की  रास्ते से जा रहा था लो फट योगार्ट खा रहा था कबिता सुना रहा था मेरी भावी मारी तो में क्या करूमोनिशा भाबी मारी तो मैं क्या करू रोसेश भैया मुझे सुहागन की तरहा सजाई ये जीए हात में चुरिया  मांग में सिंदूर साड़ी का लाल चुरा,sadness
16046,उहू उहू उहू,sadness
16047,अछा बाबा सदी का लाल जोड़ा मत पहेनायी जीएजनती हू  का था भारत मैचिंग सेंटर में मार्बल सिफोन की लाल सारी मिलती है  रुपये वाली उसपर  रुपये मीटर वाली जड़ी लगा लिजी जीए और हाँ मेरी बार्शी पेर वो  महल वाली कामिनी भाईजयंती को बिल्कुल मात बुलाइएगा उसकी सास की जब बार्शी थी ना तब उसने मुझे इनवाइट नही किया थाकामिनी कहेकी।,anger
16050,ये मुझसे नही होगा भाबी।,sadness
16053,श्रद्धांजलि का सुरुआत एक अचे से कबिता से कीजिएगाजिसे पढ़ कर लगे की उसे मैने लिखा है पहले कविता फिर एक अच्छी सी श्रद्धांजलियालिखिए जीए ना,sadness
16057,जेल,surprise
16059,  हजार रुपे एक तो मारूंगी भी नहीं उपर से खर्चा याह तो वही बात हुआ ना की खाए पिये कुछ नहीं ग्लास तोड़ा बारा आना।,fear
16061,दुष्यंत हमें मोनिशा भाभी को मारने से रोकना है ओक,anger
16067,बहुत महंगी है,fear
16069,सच,joy
16071, वाह फ्लोर तकलीफ नहीं होगी,fear
16074,क्या,surprise
16075,याह याह याह हे इस राइट  ओएफ स्टॉक क्लियर ओन साले है पेर मोनिशा वहन पेर स्टोर मैनेजर की वाइफ कांच की कॉन्टैक्ट लेंस पहनती है यू बिलीव थाट,contempt
16079,रोसेश भैया याद रहे श्रद्धांजलि से पहले कविता और वह भी ऐसी जैसे लोगों को लगे की मैने लिखी है ओक  जीजा जी,joy
16080,रोजों कुछ लिखा की नहीं तुमने,fear
16083,अब मोमर मुझसे जिंदगी भर बात नहीं करेगी,sadness
16085,मोनिशा भाभी का सरदांजलि मैं तो  घंटे में लिखी थी ढाई घंटे में उस्से अच्छा श्रद्धांजलि कैसे लिखुन,fear
