,Unnamed: 0,Translated_Utterance,Emotion
3532,4370,नहीं यह एक ऋणदाता है।,neutral
3533,4371,मुझे माफ़ी है कि आपको ऐसा करना चाहिए।,neutral
3534,4372,मैं खुद से नहीं था। मेरे पास एक डॉक्टर एक नर्स और एक सहायक लड़का था। इसलिए क्या आप देखते हैं कि किसने खेल जीता,neutral
3535,4373,येह  तक Knicks। वे बेकार हैं।,neutral
3536,4374,हाँ वे इतना बुरा नहीं हैं।,neutral
3537,4375,मैं,neutral
3538,4378,यहाँ वह आता है। मैं क्या करता हूँ,fear
3539,4379,मैंने सिर्फ एक दोस्त को बुलाया।,neutral
3540,4380,हाँ,surprise
3541,4381,मुझे लगता है कि मैं बुक करने में सक्षम हो सकता है,neutral
3542,4382,वास्तव में,surprise
3543,4384,वहाँ नहीं एक शादी हो सकता है। रॉस और मैं शादी नहीं कर रहे हैं।,sadness
3544,4385,क्या,surprise
3545,4386,मैं अपने पिता से प्यार करता हूँ।,sadness
3546,4388,ओह अब पिताजी शांत रहते हैं। कृपया।,fear
3547,4389,शांत रहें,anger
3548,4390,आप मुझे कैसे शांत रहने की उम्मीद करते हैं,anger
3549,4391,यह अस्वीकार्य राहेल है,anger
3550,4392,मैं क्यों जानता हूँ,anger
3551,4393,क्या यह कारण है कि पंक रॉस ने जीता,anger
3552,4395,क्या यह है,anger
3553,4397,हाँ। हाँ वह कहता है कि मैं क्षतिग्रस्त वस्तुओं हूँ।,sadness
3554,4398,इसलिए आप,surprise
3555,4399,और तुम हमारी उम्र आप हमारी उम्र हैं।,surprise
3556,4400,तुम क्या चाहते हो,neutral
3557,4401,पेटे डकोटा क्या पसंद है,neutral
3558,4402,हाँ या या या मिसिसपेते।,neutral
3559,4403,ओह ओह मैं इसे मिला PeteChicago,neutral
3560,4404,यही नहीं,neutral
3561,4405,Oh and MississPete is,neutral
3562,4406,मैं जाने के लिए मिला तो आह मैं तुम लोग बाद में देखेंगे।,neutral
3563,4407,ओके,neutral
3564,4408,आप हमारी उम्र हैं,surprise
3565,4409,इसलिए हम कल के लिए,neutral
3566,4410,बिल्कुल,joy
3567,4411,अब आप यहाँ से बाहर हो जाओ,joy
3568,4413,देखो मेरे साथ कुछ गलत है,sadness
3569,4414,मेरा मतलब है कि मैं केवल उन लोगों को आकर्षित क्यों कर रहा हूं जहां भविष्य नहीं,sadness
3570,4415,क्या वे बहुत पुराने हैं कौन,sadness
3571,4416,मेरा मतलब है गंभीरता से क्या यह मेरे साथ गलत है,sadness
3572,4417,,neutral
3573,4418,नहीं,neutral
3574,4419,ठीक है मैं हूँ फ्रैंक जाना।,neutral
3575,4420,इसलिए हम सड़क पर घूम रहे हैं और मैं आपको बदल देता हूं और मैं कहता हूं हाय चलो,neutral
3576,4422,हाँ मुझे लगता है कि जब आप लोग उदास थे तो यह बेहतर था। हे उह रोलर ब्लेड याद करते हैं,neutral
3577,4423,मुझे क्या पता है,anger
3578,4424,I Monica,anger
3579,4425,मैं दिन में  बार शौचालय धोता हूँ।,anger
3580,4426,यहां तक कि अगर लोग उस पर हैं,anger
3581,4427,हाय I मी राहेल मेरे स्वेटर बहुत तंग है नहीं ओह मैं बेहतर इसे धोना और इसे हटना,anger
3582,4428,I Monica I don मुझे दिलचस्प लोगों से फोन संदेश नहीं मिला। कभी,anger
3583,4430,मैं रोस से प्यार करता हूँ मैं रॉस से नफरत करता हूँ मैं रॉस प्यार मैं रॉस से नफरत करता हूँ,anger
3584,4431,मेरे परमेश्वर मैं क्या कर सकता हूं मैं एक प्रेमी नहीं पा सकता,anger
3585,4432,इसलिए मुझे लगता है कि मैं सिर्फ हॉल भर में ठोकर खाऊंगा और पहले आदमी के साथ सोऊंगा।,anger
3586,4433,हाँ अगर हम उन रात्रिभोज आरक्षण करना चाहते हैं तो हमें एक कदम मिलना चाहिए।,neutral
3587,4434,मद JA रंग सर्दियों।,neutral
3588,4435,नमस्ते सुनिए यहाँ आते हैं।,neutral
3589,4436,मैं कल के बारे में सोच रहा हूँ।,sadness
3590,4437,मैं,sadness
3591,4439,सुनिए रॉस आपको क्या करना है मैं समझता हूँ कि तुम क्यों थे,neutral
3592,4440,आप क्या करते हैं,surprise
3593,4442,और ईमानदार होने के लिए मैं अभी भी तुम्हारे लिए भावनाओं है।,joy
3594,4443,मैं चाहता हूं कि हम इसे रॉस से बाहर कर सकते हैं लेकिन हम क्या कर सकते हैं,sadness
3595,4444,यह आपके और राहेल और बच्चे के साथ बहुत जटिल है।,sadness
3596,4446,रॉस We have to be strong ठीक है मैं क्या मैं कर सकता हूँ आपको याद रखने के लिए,sadness
3597,4447,नहीं,neutral
3598,4448,मैं तुम्हें बताता हूँ अगर आप उस चीज का ध्यान रखना चाहते हैं तो आपको अपने हर्बल लड़के पर जाना चाहिए।,neutral
3599,4449,धन्यवाद लेकिन मैं इसे Pheebs दूर करना चाहता हूँ। मैं क्या करना चाहता हूँ,neutral
3600,4450,जब लड़कियों को अपने शरीर पर अजीब चीजों के साथ नींद आती है तो वे अपने दोस्तों को इसके बारे में बताते हैं।,neutral
3601,4451,इसे छोड़कर।,neutral
3602,4452,हाय ठीक है क्या मुझे पागल नहीं होना चाहिए लेकिन मैं नहीं रोक सकता,neutral
3603,4453,दुल्हन पत्रिकाओं,surprise
3604,4454,हां और मुझे पता है कि आप क्या कहना है कि अगर उसने आपसे पूछा लेकिन मैं मुझे क्षमा करना आप इस डोना कैरिन में गलियारे को कैसे चलना चाहते हैं।,neutral
3605,4460,हे मेरे परमेश्वर।,surprise
3606,4461,मुझे पता है। मुझे अधिक पाई की जरूरत है।,neutral
3607,4462,यदि आप शादी करते हैं तो क्या मैं दो मेहमानों को ला सकता हूं,neutral
3608,4463,आपने क्या किया,surprise
3609,4464,नहीं जो आपको बताने का मेरा तरीका था।,neutral
3610,4465,ठीक है यह पता चला कि वह अविश्वसनीय रूप से संवेदनशील है वह एक पत्रिका रखता है और वह पेंट करता है।,neutral
3611,4466,उन्होंने मुझे चारकोल चित्र भी दिखाया कि उन्होंने मुझे आकर्षित किया।,neutral
3612,4467,वाह,surprise
3613,4468,हाँ अच्छी तरह से वह पानी के रंग को पसंद करता है लेकिन yknow उसके पास बहुत सारे चारकोल तक पहुंच आसान है।,neutral
3614,4469,इसलिए क्या आप जेसन को डंप करने जा रहे हैं,neutral
3615,4470,ठीक है हाँ क्योंकि मुझे किसी के साथ ब्रेक करना पड़ता है और ठीक है इसलिए जेसन संवेदनशील है लेकिन अब तो विंस प्लस विंस के पास शरीर है,neutral
3616,4471,तो यह वास्तव में गणित के बारे में है।,neutral
3617,4472,ठीक है इसलिए यह एक टाई फिर से  से  है।,neutral
3618,4473,ठीक है देखो पर्याप्त है,anger
3619,4475,मोनिका यह भी एक सच था,neutral
3620,4477,लेकिन,neutral
3621,4479,जब आप मुझसे शादी करते हैं तो आप मेरे बारे में जानते हैं,neutral
3622,4480,आप मुझे बीमारी और स्वास्थ्य में लेने के लिए सहमत हैं।,neutral
3623,4482,ओह योआह लॉबस्टर।,neutral
3624,4483,हाँ मेरा मतलब है कि मैं रात भर बीमार था।,neutral
3625,4484,मुझे भी हर रात।,neutral
3626,4485,वास्तव में हमने कैसे किया,surprise
3627,4486,क्यों हाँ आप नहीं चाहते हैं,neutral
3628,4487,मैं क्या कर सकता हूँ,surprise
3629,4488,प्रतीक्षा करें प्रतीक्षा करें शायद वह,surprise
3630,4489,हाँ ठीक है,neutral
3631,4490,नहीं मैं परवाह नहीं करता कि मेरे हार्मोन क्या कर रहे हैं मैं सिर्फ कुछ यादृच्छिक आदमी के साथ ऐसा करने के लिए नहीं जा रहा हूँ,disgust
3632,4492,तो,neutral
3633,4493,तो,neutral
3634,4494,मैंने सोचा कि हम दोनों को बिट के लिए लटकाना चाहिए।,neutral
3635,4495,मेरा मतलब है तुम्हें पता है हम वास्तव में कभी बात नहीं की है।,neutral
3636,4496,मुझे लगता है कि आप जानते हैं कि हम दोनों में से एक है हालांकि सही,neutral
3637,4497,मुझे पता है कि शायद मुझे यह भी नहीं कहना चाहिए लेकिन मैं आपके द्वारा पूरी तरह से डर रहा हूं।,fear
3638,4498,वास्तव में मुझे,surprise
3639,4499,हाँ।,neutral
3640,4500,हे मेरे देवता,surprise
3641,4502,ठीक है आप पूरी तरह से paranoid नहीं हैं।,neutral
3642,4505,धन्यवाद। हे सुनो क्या आप कुछ समय या कुछ फिल्मों में जाना चाहते हैं,neutral
3643,4506,हाँ यह बहुत अच्छा होगा। मैं इसे प्यार करता हूँ।,joy
3644,4507,मैं भी इसे प्यार करता हूँ। गोली मारो मैं गया हूँ जाओ। इसलिए मैं बाद में आपसे बात करूँगा।,neutral
3645,4508,All right Julie,neutral
3646,4509,बाय,neutral
3647,4510,बाय एक जोड़तोड़ क्या है।,disgust
3648,4511,चांदलर मैं सही अंगूठी पाया।,joy
3649,4512,ओह कि उह कि बहुत अच्छा है लेकिन मैं मैं पहले उठाया एक के साथ जाने के लिए,neutral
3650,4513,हे मेरे भगवान चांदलर जिसे आपने चुना है वह चला गया है। यह,anger
3651,4514,क्या,surprise
3652,4516,उन्होंने आपको जेल में डाल दिया,surprise
3653,4518,Phoebe मैं तुम्हें अंगूठी की रक्षा करने के लिए कहा,anger
3654,4521,शायद यह लड़का था।,neutral
3655,4523,नहीं मुझे क्या मतलब है क्या आप और किस बारे में,neutral
3656,4524,ठीक है अगर आप चाहते हैं तो मैं सिर्फ हूँ मैं इसे उसके साथ तोड़ दूँगा।,neutral
3657,4526,डॉ फैबर बॉबी रश उनके समायोजन के लिए यहां हैं।,neutral
3658,4527,धन्यवाद बर्निस। चलो इस सप्ताहांत को दूर करते हैं।,neutral
3659,4528,ओह बैरी आओ यह सब भी है।,surprise
3660,4529,हम कर सकते हैं हम Aruba जा सकते हैं,joy
3661,4530,जब मैं वहाँ गया था क्या हमारे हनीमून था यह था उह  यह वास्तव में अच्छा था।,sadness
3662,4531,आप इसे पसंद करेंगे।,sadness
3663,4532,मेरे पास ब्रा था।,neutral
3664,4533,हे डॉ फैबर।,neutral
3665,4534,सब कुछ ठीक दिखता है  हां मुझे लगता है कि हम यहां कुछ वास्तविक प्रगति देखने लगे हैं।,neutral
3666,4535,क्या,surprise
3667,4537,हे मेरे परमेश्वर क्या करता है,surprise
3668,4538,ओह जो एक आंख हटाने की मशीन है।,neutral
3669,4540,मैं बच्चा हूँ मैं बच्चा हूँ,joy
3670,4543,लगभग लेकिन सबसे पहले हम शुरू हो गए।,neutral
3671,4544,ओके,neutral
3672,4545,यह एक ग्लूकोमा परीक्षण है।,neutral
3673,4546,उहहुह,neutral
3674,4547,नीचे बैठो।,neutral
3675,4548,ओके,neutral
3676,4549,लेकिन यहां आपकी ठोड़ी। अब आपको प्रत्येक आंख में हवा का एक छोटा सा पफ महसूस होगा।,neutral
3677,4550,क्या,surprise
3678,4552,निश्चित रूप से अब मैं,fear
3679,4553,नहीं हम एक साथ जा सकते हैं हालांकि अभी तक इंतजार नहीं करते मैं शुक्रवार से कुछ समय पहले यहाँ से बाहर हूँ।,neutral
3680,4554,हाँ लेकिन मैं नहीं जानता,fear
3681,4555,नहीं यह हम वापस आ सकते हैं और हम इन लोगों को धोखा दे सकते हैं,joy
3682,4556,उम चांदलर रॉस यह रॉबर्ट है।,neutral
3683,4557,ओह हे।,neutral
3684,4558,नमस्ते।,neutral
3685,4559,हे,neutral
3686,4560,आपके पास यहाँ लिपस्टिक है। कि,neutral
3687,4561,हे,surprise
3688,4562,हे,surprise
3689,4564,No Yknow how हम हमेशा कह रहे हैं कि हमें मेल के लिए जगह की आवश्यकता है।,neutral
3690,4566,ठीक है मैंने एक निर्माण शुरू किया। लेकिन फिर मैंने इसे अगले चरण में लेने का फैसला किया।,neutral
3691,4567,आप,surprise
3692,4568,नहीं एक मनोरंजन इकाई मेल क्यूबाई के साथ सही बनाया गया। यह एक दिन का काम है अधिकतम है।,neutral
3693,4569,ओके मेरा शब्द वे स्नग हैं।,surprise
3694,4570,ओह ये मेरे पुराने काम पैंट Sergio Valente,neutral
3695,4571,पावर ने मुझे वहाँ से दूर कर दिया।,neutral
3696,4572,हाय,joy
3697,4574,तो बस इसे downstairs वापस लाने क्या,neutral
3698,4575,मैं क्या कर सकता हूँ,sadness
3699,4576,क्या आप गंभीर हैं चांदलर हम दो दिन पहले एक पूरे पनीर केक खाया करते हैं और आप अधिक चाहते हैं,surprise
3700,4578,यह चीज़केक था।,neutral
3701,4579,यह ठीक था।,neutral
3702,4580,यह एक बहुत अमीर अभी तक प्रकाश के साथ एक मक्खन crumbly graham cracker crust था क्रीम पनीर वाह,surprise
3703,4581,मेरे पूरे मुंह सिर्फ लार,joy
3704,4583,Yeah और हम इसे डाउनस्टेयर्स से बाहर छोड़ देंगे ताकि हम,neutral
3705,4584,अच्छा विचार क्या आप दोपहर के भोजन के लिए जाना चाहते हैं,neutral
3706,4585,माँ लिटिल बेकरी शिकागो इलिनोइस।,neutral
3707,4586,यह मेरा है।,neutral
3708,4587,अहम,surprise
3709,4588,यह आपकी सूची में नहीं था लेकिन उम्मीद है कि आप क्या सोचते हैं,neutral
3710,4589,स्कूटर,surprise
3711,4590,सूची में जाएं। हमेशा सूची में जाएं।,neutral
3712,4591,नहीं नहीं मैं इसे प्यार करता हूँ। धन्यवाद।,joy
3713,4592,ओके अगले हमारी ओपन करें। हमारा अनुसरण करो,joy
3714,4593,ओके,neutral
3715,4595,मेरे अंतिम जन्मदिन के लिए आपने मुझे दिया,neutral
3716,4596,ओके,neutral
3717,4597,जन्मदिन मुबारक,joy
3718,4598,यह बेहतर है कि पहाड़ी के नीचे दफन हो जाए।,neutral
3719,4599,हमारे सभी प्यार मोनिका और चांदलर।,neutral
3720,4600,कि मजाकिया हाँ,joy
3721,4601,नहीं नहीं यह मजाक था,surprise
3722,4602,नहीं मैं जानता हूँ मैं इसे प्राप्त करता हूँ यह मजाकिया है,joy
3723,4605,क्यों,neutral
3724,4607,हे जॉय। क्या चल रहा है,neutral
3725,4608,बूबी पेबैक एक्सप्रेस के लिए ट्रैक साफ़ करें। अगला पड़ाव राहेल ग्रीन।,neutral
3726,4611,हैलो जो,neutral
3727,4613,आदमी क्या आपको लगता है कि उसके पास केवल एक महिला के साथ यौन संबंध है,surprise
3728,4614,मुझे लगता है कि यह बहुत अच्छा है। Yknow यह मीठा है यह रोमांटिक है।,joy
3729,4615,वास्तव में,surprise
3730,4616,नहीं आप कबीले आदमी का एक सनकी।,disgust
3731,4617,हे दोस्त।,neutral
3732,4618,नमस्ते।,neutral
3733,4619,ओह यह आकर्षक है।,neutral
3734,4621,मज़ा कहाँ मज़ा था मुझे विशेष रूप से बताएं कौन सा हिस्सा मजेदार हिस्सा था मैं कहाँ हूँ,disgust
3735,4622,Oh ah बच्चे यह है।,neutral
3736,4623,बच्चे मुझे क्षमा करें उह यह है कि यह मेरा puck है।,anger
3737,4624,तुमने ऐसा किया आदमी।,neutral
3738,4626,हाँ कैसे Cmere Gimme,anger
3739,4627,हे हे मेरे ईआर में कोई कठोर पकड़ नहीं,anger
3740,4628,मुझे मेरे दोस्त,anger
3741,4629, अब,anger
3742,4630,ओह देखो मुझे शुभकामनाएं,joy
3743,4631,क्या,neutral
3744,4632,मैं उन नौकरी की चीजों में से एक हूँ।,neutral
3745,4633,ओह मैंने स्ट्रिपर को पांच बार बताया। क्या,neutral
3746,4635,क्या वह क्या है Oh hi Mrs Green,surprise
3747,4636,हाय,joy
3748,4637,मुझे बहुत खुशी है कि आप इसे बना सकते हैं।,joy
3749,4640,वह अभी भी पागल है।,neutral
3750,4641,हाँ मैं जानता हूँ। क्या एक कम व्यक्ति के साथ हम छोटी बात करना चाहते हैं।,joy
3751,4642,Phoebe Sandra यह क्या है,surprise
3752,4643,क्या वास्तव में बहुतबहुत ठीक है।,neutral
3753,4644,Julie cervix एक सात सेंटीमीटर है कि चार उंगलियों के बारे में। डॉक्टर मुझे खुद को महसूस करते हैं।,joy
3754,4645,क्या आपको राहेल,neutral
3755,4646,नहीं मुझे नहीं लगता कि हम क्या करेंगे,disgust
3756,4647,हम क्यों नहीं करते,disgust
3757,4648,अगर आपको पसंद है तो आप राहेल को महसूस कर सकते हैं और फिर तुलना करने के लिए मुझे महसूस कर सकते हैं।,neutral
3758,4649,मैं बाधित हूँ,neutral
3759,4650,हाँ धन्यवाद।,joy
3760,4651,ओह Oh इंतज़ार नहीं,neutral
3761,4652,बाद में,neutral
3762,4654,ओह उह मैं,neutral
3763,4655,नहीं रॉस रॉस रॉस मेरे बच्चे को कोई पिता नहीं है,fear
3764,4656,उसे फिर से खिलाने की कोशिश करें।,neutral
3765,4657,मैं पहले से ही उसे खिलाया।,neutral
3766,4659,क्या आप एक दूसरे को बदल सकते हैं वह क्या चाहती है,fear
3767,4660,हे,neutral
3768,4662,ओह मोनिका हम इतने खेद हैं।,sadness
3769,4664,सबसे पहले आपको एक ब्राइडल शॉवर फेंकने के लिए भूल जाते हैं।,sadness
3770,4665,और फिर इसे आमंत्रित करने के लिए भूल जाते हैं।,neutral
3771,4666,आप पहले से ही यह था,surprise
3772,4667,हाँ।,neutral
3773,4668,ठीक है हमने आपके फोन बुक में सभी को बुलाया और लोगों का एक गुच्छा आया लेकिन यह हमें इतना लंबा ले गया कि उन्हें छोड़ने का मौका मिला।,neutral
3774,4669,हाँ हम आपको एक बड़ा आश्चर्य और एक महान बौछार फेंकना चाहते थे और अब आप क्या करते हैं,sadness
3775,4670,हमने सब कुछ बर्बाद कर दिया।,sadness
3776,4671,उग,sadness
3777,4673,नहीं क्या किया यह वास्तव में मीठा था।,joy
3778,4674,और यह अच्छा काम करता है।,joy
3779,4675,आप क्या करते हैं,surprise
3780,4676,मैं वास्तव में प्यार करता हूँ,joy
3781,4677,मेरा मतलब है मैं उन सभी प्रस्तुतियों को प्राप्त करता हूं जिन्हें मैं नहीं जानता,joy
3782,4680,मोनिका।,neutral
3783,4682,खैर उज्ज्वल पक्ष पर अब आपको इन सभी पैलियोन्टिस्टों को अपनी शर्ट के साथ देखना नहीं होगा।,neutral
3784,4683,तुम लोग नहीं।,neutral
3785,4684,आप इसे देख सकते हैं,joy
3786,4685,आज हम क्या करते हैं,neutral
3787,4686,उनके पास एक गेम रूम डाउनस्टेयर है पिंग पोंग और सामान।,neutral
3788,4689,क्यों नहीं,neutral
3789,4690,क्योंकि आपको पता है कि आप कितने प्रतिस्पर्धी हैं और अच्छी तरह से मैं कहता हूं कि यह प्यारा है दूसरों से असहमत है और मैं झूठ बोल रहा हूँ,neutral
3790,4692,ओह,neutral
3791,4693,क्या मैं आपसे पूछता हूँ,surprise
3792,4694,,surprise
3793,4695, ,surprise
3794,4696,,neutral
3795,4698,मैं तुम्हें वहाँ डर गया।,sadness
3796,4699,ओह कि वैसे मैं सिर्फ शॉवर मालिश की जांच कर रहा था।,neutral
3797,4700,हाँ।,neutral
3798,4701,हे,surprise
3799,4702,मैंने आपको काम पर पहुंचने की कोशिश की। वहाँएक आग हो जाओ।,sadness
3800,4703,क्या हे मेरे परमेश्वर क्या हुआ,surprise
3801,4704,ठीक है हम मानते हैं कि यह यहाँ उत्पन्न हुआ है। अरोमा रूम में।,neutral
3802,4705,ठीक है। क्या हर कोई ठीक हो गया,fear
3803,4706,खैर जिराफ ठीक है। इसलिए यह समुद्री डाकू है।,neutral
3804,4707,ओह यह क्या है,surprise
3805,4708,No Phoebe dont look आप क्या देखना चाहते हैं,fear
3806,4710,हे,neutral
3807,4711,हे कब तक पेट,neutral
3808,4712,ओह लगभग पांच मिनट। अभी वे अपने प्रतिद्वंद्वी का साक्षात्कार कर रहे हैं। जाहिर है वह ईरान जाने से ट्रेन करता है और हथियारों को चोरों से बाहर निकालता है।,neutral
3809,4713,हॉट डॉग,neutral
3810,4714,चार कृपया। मैं धन्यवाद।,fear
3811,4715,तो रॉस कैसे umm यह कैसे बोनी के साथ जाना,neutral
3812,4716,क्या,neutral
3813,4717,ओह,surprise
3814,4718,मैं तुम्हें बताता हूँ मैं चाहता हूँ,joy
3815,4719,ओह कि बहुत बुरा,sadness
3816,4721,हाँ हाँ क्या समुद्र में अन्य मछली हैं।,neutral
3817,4723,नमस्कार क्या आप किसी अन्य चीज़ के बारे में बात करने में सक्षम हैं,disgust
3818,4724,हे कौन सा,neutral
3819,4725,अहम मेरे पैर के बगल में एक। Sorry,neutral
3820,4726,हे लड़ाई शुरू,joy
3821,4727,ठीक है हम इसलिए क्या आपके बॉस ने आज फिर से आपको थप्पड़ मारने की कोशिश की,neutral
3822,4729,ठीक है मैं लोशन पर डाल दिया था,neutral
3823,4730,लेकिन यह क्या ठीक हो सकता है क्योंकि कल मैं मैं एक प्रयोग का संचालन कर रहा हूं और यदि सब योजनाबद्ध हो जाता है तो मेरा बट मुक्त हो जाएगा।,neutral
3824,4731,लड़ाई,neutral
3825,4732,ठीक है यहाँ वह आती है मैं कैसे देखूं क्या मैं एक आदमी की तरह दिख रहा हूँ,neutral
3826,4735,हे,neutral
3827,4736,हे,neutral
3828,4737,आप क्या कर रहे हैं,neutral
3829,4738,ओह बस बाहर फांसी टॉकिन उह वेबसाइटों के बारे में।,neutral
3830,4739,Yeah हमने शादी के बारे में इस रोचक वेबसाइट को देखा और पूरी तरह से अनावश्यक यह कैसे है और कैसे सरकार के लिए एक रास्ता है कि आप पर टैब रखने के लिए।,neutral
3831,4740,येह बिग ब्रदर।,neutral
3832,4741,ठीक है कि थोड़ा पागल है। हालांकि मैं y क्या आप इंटरनेट पर देख रहे हैं,neutral
3833,4742,Yeah Well,neutral
3834,4744,Eh,neutral
3835,4745,ठीक है कि,sadness
3836,4746,श्री बोमोंट,joy
3837,4747,ओह कि महान मेरे दोस्त Joey फिल्म व्यवसाय में।,joy
3838,4748,क्या मैं स्कूल से भाग गया हाउ,neutral
3839,4749,मेरा दोस्त,neutral
3840,4750,Apparently Howie,neutral
3841,4752,क्या आप मानते हैं,surprise
3842,4753,Ynow III hasnt speak to her in दस साल,surprise
3843,4754,हाँ मैं हमेशा हावी से नफरत करता हूँ।,disgust
3844,4755,नहीं कोई आप कैसे कर रहे हैं मेरा मतलब है कि पहले कप कॉफी नहीं,disgust
3845,4756,तंत्रिका huh,disgust
3846,4757,हाँ,disgust
3847,4758,Refill,neutral
3848,4760,अच्छा अच्छा लंबे समय तक नहीं देखा।,joy
3849,4761,हाँ।,neutral
3850,4762,अपने स्वेटर की तरह।,neutral
3851,4763,ओह हे सही वापस य में।,neutral
3852,4764,ओह यह,surprise
3853,4765,हाँ। वह,surprise
3854,4766,तो यह कौन है,neutral
3855,4767,Umm मैं कुछ इतालवी आदमी नहीं आओ अपना खुद का लेबल पढ़ें। बाद में देखें।,neutral
3856,4768,ओके,neutral
3857,4770,आप जोय के साथ चारों ओर झुकना चाहते हैं,surprise
3858,4771,हाँ,joy
3859,4772,जब तक मैं उसके बारे में सपना देखता हूँ तब तक मैं इसे अपने सिर से बाहर नहीं जा सकता,joy
3860,4773,क्या है,surprise
3861,4774,कौन आप कौन जानते हैं कि दोस्त क्या हैं,surprise
3862,4775,ठीक है मेरे सिर के शीर्ष पर  डॉन और जेनेट।,neutral
3863,4776,वे कौन हैं,neutral
3864,4777,मैं उन्हें काम से जानता हूँ।,neutral
3865,4778,दोनों,surprise
3866,4779,नहीं उनमें से एक ,neutral
3867,4780,कौन,neutral
3868,4781,मैं नहीं जानता कि मैं क्या नाम हूँ,neutral
3869,4783,ठीक है सब ठीक है आप सही हैं,sadness
3870,4784,क्या आप खाना पका रहे हैं,surprise
3871,4785,हे मेरे परमेश्वर आप यहाँ कैसे वापस आए,surprise
3872,4786,फायर अलार्म ओह हाय अधिकारी फायरमैन क्या मैं आपकी मदद कर सकता हूं,surprise
3873,4790,आप कैसे जानते हैं,fear
3874,4791,अगली बार जब आप एक कचरा चुटकुले में एक फायर अलार्म डंप करना चाहते हैं तो क्या करें इसे एक कंबल में लपेटो जो कहती है Phoebe Buffay of Monica नहीं।,disgust
3875,4792,क्या तुम क्या आपके पास एक खोज वारंट है क्योंकि पिछली बार मैंने यह जांच की कि यह अभी भी अमेरिका था,anger
3876,4795,वहाँ प्लास्टिक कवर के तहत एक रीसेट बटन है।,neutral
3877,4796,वहाँ,surprise
3878,4797,धन्यवाद,joy
3879,4798,धन्यवाद,joy
3880,4799,वहाँ एक रीसेट बटन,surprise
3881,4800,मेरा परमेश्वर,surprise
3882,4801,क्यों नहीं,surprise
3883,4802,रीसेट बटन रीसेट बटन जहां एक रीसेट बटन है,neutral
3884,4803,यहीं है,joy
3885,4804,ओह,surprise
3886,4805,ओह भगवान,joy
3887,4806,चार अक्षर सर्किल या घेरा।,neutral
3888,4807,रिंग दैमिट रिंग,anger
3889,4808,धन्यवाद।,neutral
3890,4809,हे आप जानते हैं कि हमारा फ़ोन काम नहीं कर रहा है,surprise
3891,4810,क्या,surprise
3892,4811,मैंने आपको कॉफी शॉप से कॉल करने की कोशिश की और जवाब नहीं दिया।,neutral
3893,4812,मैंने इसे बंद कर दिया। मैं इसे बंद कर दिया,anger
3894,4813,जैसा आपने बताया कि आपने किया था  बस इस्त्री को इंगित करता है।,neutral
3895,4815,एनजीएचएच,anger
3896,4816,क्या मैं अपने फोन का उपयोग कर सकता हूँ येह एक सिडनी मार्क्स की संख्या कृपया।,neutral
3897,4817,हीटिंग डिवाइस।,neutral
3898,4818,रेडिएटर।,neutral
3899,4819,पांच अक्षर,neutral
3900,4820,Rdtor,neutral
3901,4821,Yeah वहाँ Sidney है ओह यह है सिडनी की एक महिला है।,surprise
3902,4822,ठीक है आपको अपनी बारी का इंतजार करना होगा।,neutral
3903,4823,आप कितनी देर तक सोचते हैं,neutral
3904,4824,अभी कोई मिनट।,neutral
3905,4826,हे,neutral
3906,4827,हे कोई अच्छा मेल,neutral
3907,4828,हां आपको स्क्रीन अभिनेता के गिल्ड से कुछ मिला है।,neutral
3908,4829,ओह यह शायद एक अवशिष्ट जांच है हे आप इसे मेरे लिए खोल सकते हैं मैं मी टाइप।,neutral
3909,4830,Benefits lapsed।,neutral
3910,4831,क्या है मैं क्या नहीं जानता मुझे याद है कि क्या लाभ होता है,neutral
3911,4832,ठीक है यह एक जांच नहीं है। वे कहते हैं कि आपका स्वास्थ्य बीमा समाप्त हो गया क्योंकि आपने पिछले साल पर्याप्त काम नहीं किया था।,neutral
3912,4833,मुझे लगता है,surprise
3913,4834,ठीक है।,neutral
3914,4835,ओह मैं,surprise
3915,4836,यह बेकार है,anger
3916,4843,ठीक है सुनिश्चित करें कि आप सड़क पार करने से पहले दोनों तरीके देखें।,neutral
3917,4845,मुझे विश्वास नहीं हो सकता कि Phoebe का गोना उसके बच्चे हैं,surprise
3918,4846,मुझे पता है यह सुंदर है। आश्चर्यजनक,joy
3919,4847,क्या मैं विश्वास नहीं कर सकता,neutral
3920,4848,मुझे हर बार जब मैंने एक कमरा छोड़ दिया तो मुझे लगता है कि यह बहुत बुरा है कि वे हमें यौन संबंध नहीं देखते थे।,neutral
3921,4849,क्या आप महिलाओं के बारे में कुछ जानते हैं,neutral
3922,4850,नहीं,neutral
3923,4851,यह सब ठीक है।,neutral
3924,4852,ओके,neutral
3925,4853,जब हम सेंट्रल पार्क गए और किराए पर नावें गए यह मजेदार था।,joy
3926,4854,हाँ। वह एक वाइकिंग की तरह रो सकता था।,joy
3927,4855,नमस्ते।,neutral
3928,4856,एमएम,neutral
3929,4857,तो यह कैसे जाना चाहिए,neutral
3930,4858,Oh yknow,neutral
3931,4859,क्या वह हमें बताता है,neutral
3932,4860,उन्होंने कहा कि वह वास्तव में तुम लोगों को याद करते हैं।,sadness
3933,4861,आप एक मोटे दिन huh था  cmere।,sadness
3934,4862,आपको प्यार करो।,joy
3935,4863,क्या आप अभी भी गीले हैं,neutral
